Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
§Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	0	7	17	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	315	315	31	75	75																36	90	32	110	39	2							1	12	10	4	85	200	300	1399	1	3	106	30	40	104	25	30	89	120	200	1439	1	3
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	0	7	18	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	315	315	31	75	75																36	90	32	110	39	3							1	16	10	4	85	120	120	1327	1	1	89	120	120	104	25	25	1336	1	1	110	40	40
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	0	7	18	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	315	315	31	75	75																36	90	32	110	39	3							1	16	10	4	85	120	200	1327	1	3	89	120	200	104	25	30	1336	1	3	110	40	50
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	0	7	18	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	315	315	31	75	75																36	90	32	110	39	3							1	16	10	4	85	120	200	1327	1	3	89	120	200	104	25	30	1336	1	3	110	40	50
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	0	7	18	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	315	315	31	75	75																36	90	32	110	39	3							1	16	10	4	85	120	200	1327	1	3	89	120	200	104	25	30	1336	1	3	110	40	50
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	0	7	18	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	315	315	31	75	75																36	90	32	110	39	3							1	16	10	4	85	120	200	1327	1	3	89	120	200	104	25	30	1336	1	3	110	40	50
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	0	7	18	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	315	315	31	75	75																36	90	32	110	39	3							1	16	10	4	85	120	200	1327	1	3	89	120	200	104	25	30	1336	1	3	110	40	50
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	0	7	18	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	315	315	31	75	75																36	90	32	110	39	3							1	16	10	4	85	120	200	1327	1	3	89	120	200	104	25	30	1336	1	3	110	40	50
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	0	7	18	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	315	315	31	75	75																36	90	32	110	39	3							1	16	10	4	85	120	200	1327	1	3	89	120	200	104	25	30	1336	1	3	110	40	50
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	0	7	18	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	315	315	31	75	75																36	90	32	110	39	3							1	16	10	4	85	120	200	1327	1	3	89	120	200	104	25	30	1336	1	3	110	40	50
Chó Ph­îc Ph¸ Gi¸p §Çu Hoµn 	0	7	18	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	315	315	31	75	75																36	90	32	110	39	3							1	16	10	4	85	120	200	1327	1	3	89	120	200	104	25	30	1336	1	3	110	40	50
U Lung Kim Xµ Ph¸t §¸i 	0	7	19	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	315	315	31	75	75																36	90	32	110	39	3							1	17	10	1	85	120	120	116	10	10	1069	1	1	141	20	20	89	120	120	1075	1	1
U Lung Kim Xµ Ph¸t §¸i 	0	7	19	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	315	315	31	75	75																36	90	32	110	39	3							1	17	10	1	85	120	200	116	10	20	1069	1	3	141	20	30	89	120	200	1075	1	3
U Lung Kim Xµ Ph¸t §¸i 	0	7	19	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	315	315	31	75	75																36	90	32	110	39	3							1	17	10	1	85	120	200	116	10	20	1069	1	3	141	20	30	89	120	200	1075	1	3
U Lung Kim Xµ Ph¸t §¸i 	0	7	19	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	315	315	31	75	75																36	90	32	110	39	3							1	17	10	1	85	120	200	116	10	20	1069	1	3	141	20	30	89	120	200	1075	1	3
U Lung Kim Xµ Ph¸t §¸i 	0	7	19	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	315	315	31	75	75																36	90	32	110	39	3							1	17	10	1	85	120	200	116	10	20	1069	1	3	141	20	30	89	120	200	1075	1	3
U Lung Kim Xµ Ph¸t §¸i 	0	7	19	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	315	315	31	75	75																36	90	32	110	39	3							1	17	10	1	85	120	200	116	10	20	1069	1	3	141	20	30	89	120	200	1075	1	3
U Lung Kim Xµ Ph¸t §¸i 	0	7	19	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	315	315	31	75	75																36	90	32	110	39	3							1	17	10	1	85	120	200	116	10	20	1069	1	3	141	20	30	89	120	200	1075	1	3
U Lung Kim Xµ Ph¸t §¸i 	0	7	19	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	315	315	31	75	75																36	90	32	110	39	3							1	17	10	1	85	120	200	116	10	20	1069	1	3	141	20	30	89	120	200	1075	1	3
U Lung Kim Xµ Ph¸t §¸i 	0	7	19	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	315	315	31	75	75																36	90	32	110	39	3							1	17	10	1	85	120	200	116	10	20	1069	1	3	141	20	30	89	120	200	1075	1	3
U Lung Kim Xµ Ph¸t §¸i 	0	7	19	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	315	315	31	75	75																36	90	32	110	39	3							1	17	10	1	85	120	200	116	10	20	1069	1	3	141	20	30	89	120	200	1075	1	3
V« Ma Ma Ni Qu¸n 	0	7	20	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	315	315	31	75	75																36	90	32	110	39	4							1	20	10	2	85	120	120	104	25	25	108	30	30	106	40	40	89	120	120	142	80	80
V« Ma Ma Ni Qu¸n 	0	7	20	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	315	315	31	75	75																36	90	32	110	39	4							1	20	10	2	85	120	200	104	25	30	108	30	50	106	40	50	89	120	200	142	80	120
V« Ma Ma Ni Qu¸n 	0	7	20	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	315	315	31	75	75																36	90	32	110	39	4							1	20	10	2	85	120	200	104	25	30	108	30	50	106	40	50	89	120	200	142	80	120
V« Ma Ma Ni Qu¸n 	0	7	20	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	315	315	31	75	75																36	90	32	110	39	4							1	20	10	2	85	120	200	104	25	30	108	30	50	106	40	50	89	120	200	142	80	120
V« Ma Ma Ni Qu¸n 	0	7	20	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	315	315	31	75	75																36	90	32	110	39	4							1	20	10	2	85	120	200	104	25	30	108	30	50	106	40	50	89	120	200	142	80	120
V« Ma Ma Ni Qu¸n 	0	7	20	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	315	315	31	75	75																36	90	32	110	39	4							1	20	10	2	85	120	200	104	25	30	108	30	50	106	40	50	89	120	200	142	80	120
V« Ma Ma Ni Qu¸n 	0	7	20	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	315	315	31	75	75																36	90	32	110	39	4							1	20	10	2	85	120	200	104	25	30	108	30	50	106	40	50	89	120	200	142	80	120
V« Ma Ma Ni Qu¸n 	0	7	20	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	315	315	31	75	75																36	90	32	110	39	4							1	20	10	2	85	120	200	104	25	30	108	30	50	106	40	50	89	120	200	142	80	120
V« Ma Ma Ni Qu¸n 	0	7	20	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	315	315	31	75	75																36	90	32	110	39	4							1	20	10	2	85	120	200	104	25	30	108	30	50	106	40	50	89	120	200	142	80	120
V« Ma Ma Ni Qu¸n 	0	7	20	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	315	315	31	75	75																36	90	32	110	39	4							1	20	10	2	85	120	200	104	25	30	108	30	50	106	40	50	89	120	200	142	80	120
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	0	7	21	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	315	315	31	75	75																36	90	32	110	39	4							1	21	10	3	85	200	200	106	40	40	1086	1	1	105	25	25	89	200	200	108	30	30
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	0	7	21	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	315	315	31	75	75																36	90	32	110	39	4							1	21	10	3	85	200	300	106	40	50	1086	1	3	105	25	30	89	200	300	108	30	50
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	0	7	21	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	315	315	31	75	75																36	90	32	110	39	4							1	21	10	3	85	200	300	106	40	50	1086	1	3	105	25	30	89	200	300	108	30	50
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	0	7	21	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	315	315	31	75	75																36	90	32	110	39	4							1	21	10	3	85	200	300	106	40	50	1086	1	3	105	25	30	89	200	300	108	30	50
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	0	7	21	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	315	315	31	75	75																36	90	32	110	39	4							1	21	10	3	85	200	300	106	40	50	1086	1	3	105	25	30	89	200	300	108	30	50
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	0	7	21	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	315	315	31	75	75																36	90	32	110	39	4							1	21	10	3	85	200	300	106	40	50	1086	1	3	105	25	30	89	200	300	108	30	50
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	0	7	21	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	315	315	31	75	75																36	90	32	110	39	4							1	21	10	3	85	200	300	106	40	50	1086	1	3	105	25	30	89	200	300	108	30	50
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	0	7	21	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	315	315	31	75	75																36	90	32	110	39	4							1	21	10	3	85	200	300	106	40	50	1086	1	3	105	25	30	89	200	300	108	30	50
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	0	7	21	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	315	315	31	75	75																36	90	32	110	39	4							1	21	10	3	85	200	300	106	40	50	1086	1	3	105	25	30	89	200	300	108	30	50
V« TrÇn Ngäc N÷ Tè T©m Qu¸n 	0	7	21	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	315	315	31	75	75																36	90	32	110	39	4							1	21	10	3	85	200	300	106	40	50	1086	1	3	105	25	30	89	200	300	108	30	50
§ång Cõu Phi Long §Çu Hoµn 	0	7	22	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	315	315	31	75	75																36	90	32	110	39	6							1	24	10	3	85	120	120	1362	1	1	1116	1	1	105	25	25	89	120	120			
§ång Cõu Phi Long §Çu Hoµn 	0	7	22	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	315	315	31	75	75																36	90	32	110	39	6							1	24	10	3	85	120	200	1362	1	3	1116	1	3	105	25	30	89	120	200			
§ång Cõu Phi Long §Çu Hoµn 	0	7	22	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	315	315	31	75	75																36	90	32	110	39	6							1	24	10	3	85	120	200	1362	1	3	1116	1	3	105	25	30	89	120	200			
§ång Cõu Phi Long §Çu Hoµn 	0	7	22	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	315	315	31	75	75																36	90	32	110	39	6							1	24	10	3	85	120	200	1362	1	3	1116	1	3	105	25	30	89	120	200			
§ång Cõu Phi Long §Çu Hoµn 	0	7	22	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	315	315	31	75	75																36	90	32	110	39	6							1	24	10	3	85	120	200	1362	1	3	1116	1	3	105	25	30	89	120	200			
§ång Cõu Phi Long §Çu Hoµn 	0	7	22	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	315	315	31	75	75																36	90	32	110	39	6							1	24	10	3	85	120	200	1362	1	3	1116	1	3	105	25	30	89	120	200			
§ång Cõu Phi Long §Çu Hoµn 	0	7	22	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	315	315	31	75	75																36	90	32	110	39	6							1	24	10	3	85	120	200	1362	1	3	1116	1	3	105	25	30	89	120	200			
§ång Cõu Phi Long §Çu Hoµn 	0	7	22	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	315	315	31	75	75																36	90	32	110	39	6							1	24	10	3	85	120	200	1362	1	3	1116	1	3	105	25	30	89	120	200			
§ång Cõu Phi Long §Çu Hoµn 	0	7	22	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	315	315	31	75	75																36	90	32	110	39	6							1	24	10	3	85	120	200	1362	1	3	1116	1	3	105	25	30	89	120	200			
§ång Cõu Phi Long §Çu Hoµn 	0	7	22	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	315	315	31	75	75																36	90	32	110	39	6							1	24	10	3	85	120	200	1362	1	3	1116	1	3	105	25	30	89	120	200			
Ma Hoµng Kim Gi¸p Kh«I 	0	7	23	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	315	315	31	75	75																36	90	32	110	39	7							1	26	10	0	85	120	120	1328	1	1	1140	1	1	105	5	5	89	120	120	1364	1	1
Ma Hoµng Kim Gi¸p Kh«I 	0	7	23	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	315	315	31	75	75																36	90	32	110	39	7							1	26	10	0	85	120	200	1328	1	3	1140	1	3	105	5	30	89	120	200	1364	1	3
Ma Hoµng Kim Gi¸p Kh«I 	0	7	23	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	315	315	31	75	75																36	90	32	110	39	7							1	26	10	0	85	120	200	1328	1	3	1140	1	3	105	5	30	89	120	200	1364	1	3
Ma Hoµng Kim Gi¸p Kh«I 	0	7	23	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	315	315	31	75	75																36	90	32	110	39	7							1	26	10	0	85	120	200	1328	1	3	1140	1	3	105	5	30	89	120	200	1364	1	3
Ma Hoµng Kim Gi¸p Kh«I 	0	7	23	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	315	315	31	75	75																36	90	32	110	39	7							1	26	10	0	85	120	200	1328	1	3	1140	1	3	105	5	30	89	120	200	1364	1	3
Ma Hoµng Kim Gi¸p Kh«I 	0	7	23	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	315	315	31	75	75																36	90	32	110	39	7							1	26	10	0	85	120	200	1328	1	3	1140	1	3	105	5	30	89	120	200	1364	1	3
Ma Hoµng Kim Gi¸p Kh«I 	0	7	23	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	315	315	31	75	75																36	90	32	110	39	7							1	26	10	0	85	120	200	1328	1	3	1140	1	3	105	5	30	89	120	200	1364	1	3
Ma Hoµng Kim Gi¸p Kh«I 	0	7	23	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	315	315	31	75	75																36	90	32	110	39	7							1	26	10	0	85	120	200	1328	1	3	1140	1	3	105	5	30	89	120	200	1364	1	3
Ma Hoµng Kim Gi¸p Kh«I 	0	7	23	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	315	315	31	75	75																36	90	32	110	39	7							1	26	10	0	85	120	200	1328	1	3	1140	1	3	105	5	30	89	120	200	1364	1	3
Ma Hoµng Kim Gi¸p Kh«I 	0	7	23	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	315	315	31	75	75																36	90	32	110	39	7							1	26	10	0	85	120	200	1328	1	3	1140	1	3	105	5	30	89	120	200	1364	1	3
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn 	0	7	24	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	315	315	31	75	75																36	90	32	110	39	7							1	27	10	3	85	120	120	1367	1	1	110	30	30	104	25	25	89	120	120	1131	1	1
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn 	0	7	24	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	315	315	31	75	75																36	90	32	110	39	7							1	27	10	3	85	120	200	1367	1	3	110	30	40	104	25	30	89	120	200	1131	1	3
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn 	0	7	24	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	315	315	31	75	75																36	90	32	110	39	7							1	27	10	3	85	120	200	1367	1	3	110	30	40	104	25	30	89	120	200	1131	1	3
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn 	0	7	24	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	315	315	31	75	75																36	90	32	110	39	7							1	27	10	3	85	120	200	1367	1	3	110	30	40	104	25	30	89	120	200	1131	1	3
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn 	0	7	24	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	315	315	31	75	75																36	90	32	110	39	7							1	27	10	3	85	120	200	1367	1	3	110	30	40	104	25	30	89	120	200	1131	1	3
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn 	0	7	24	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	315	315	31	75	75																36	90	32	110	39	7							1	27	10	3	85	120	200	1367	1	3	110	30	40	104	25	30	89	120	200	1131	1	3
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn 	0	7	24	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	315	315	31	75	75																36	90	32	110	39	7							1	27	10	3	85	120	200	1367	1	3	110	30	40	104	25	30	89	120	200	1131	1	3
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn 	0	7	24	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	315	315	31	75	75																36	90	32	110	39	7							1	27	10	3	85	120	200	1367	1	3	110	30	40	104	25	30	89	120	200	1131	1	3
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn 	0	7	24	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	315	315	31	75	75																36	90	32	110	39	7							1	27	10	3	85	120	200	1367	1	3	110	30	40	104	25	30	89	120	200	1131	1	3
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn 	0	7	24	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	10	0	30	315	315	31	75	75																36	90	32	110	39	7							1	27	10	3	85	120	200	1367	1	3	110	30	40	104	25	30	89	120	200	1131	1	3
Vô ¶o B¾c Minh §¹o Qu¸n 	0	7	25	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	1	0	30	315	315	31	75	75																36	90	32	110	39	9							1	31	10	0	85	300	300	1171	1	1	1338	1	1	101	25	25	89	120	120	1339	1	1
Vô ¶o B¾c Minh §¹o Qu¸n 	0	7	25	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	2	0	30	315	315	31	75	75																36	90	32	110	39	9							1	31	10	0	85	300	400	1171	1	3	1338	1	3	101	25	30	89	120	200	1339	1	3
Vô ¶o B¾c Minh §¹o Qu¸n 	0	7	25	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	3	0	30	315	315	31	75	75																36	90	32	110	39	9							1	31	10	0	85	300	400	1171	1	3	1338	1	3	101	25	30	89	120	200	1339	1	3
Vô ¶o B¾c Minh §¹o Qu¸n 	0	7	25	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	4	0	30	315	315	31	75	75																36	90	32	110	39	9							1	31	10	0	85	300	400	1171	1	3	1338	1	3	101	25	30	89	120	200	1339	1	3
Vô ¶o B¾c Minh §¹o Qu¸n 	0	7	25	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	5	0	30	315	315	31	75	75																36	90	32	110	39	9							1	31	10	0	85	300	400	1171	1	3	1338	1	3	101	25	30	89	120	200	1339	1	3
Vô ¶o B¾c Minh §¹o Qu¸n 	0	7	25	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	6	0	30	315	315	31	75	75																36	90	32	110	39	9							1	31	10	0	85	300	400	1171	1	3	1338	1	3	101	25	30	89	120	200	1339	1	3
Vô ¶o B¾c Minh §¹o Qu¸n 	0	7	25	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	7	0	30	315	315	31	75	75																36	90	32	110	39	9							1	31	10	0	85	300	400	1171	1	3	1338	1	3	101	25	30	89	120	200	1339	1	3
Vô ¶o B¾c Minh §¹o Qu¸n 	0	7	25	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	8	0	30	315	315	31	75	75																36	90	32	110	39	9							1	31	10	0	85	300	400	1171	1	3	1338	1	3	101	25	30	89	120	200	1339	1	3
Vô ¶o B¾c Minh §¹o Qu¸n 	0	7	25	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ Hoµng Kim	1	20000	9	0	30	315	315	31	75	75																36	90	32	110	39	9							1	31	10	0	85	300	400	1171	1	3	1338	1	3	101	25	30	89	120	200	1339	1	3
