16:05:04	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 1	 IP: 14.160.198.30 : 49947	 Xu: 0	 TÊng ti“n vπn: 0
19:46:00	 Tµi kho∂n: banhmi01	 Nh©n vÀt: VﬁtAnhßµo	 DWORD ID: 585715242	 C p: 120	 IP: 1.52.59.237 : 22205	 Xu: 0	 TÊng ti“n vπn: 2397
19:46:40	 Tµi kho∂n: truongtien1991	 Nh©n vÀt: Forever@2	 DWORD ID: 1169203118	 C p: 1	 IP: 171.252.153.103 : 41067	 Xu: 0	 TÊng ti“n vπn: 0
19:46:57	 Tµi kho∂n: vank03	 Nh©n vÀt: HoaVinh	 DWORD ID: 710702514	 C p: 1	 IP: 113.188.29.120 : 49181	 Xu: 0	 TÊng ti“n vπn: 0
19:47:18	 Tµi kho∂n: hoangpo1	 Nh©n vÀt: 1111111	 DWORD ID: -702168684	 C p: 1	 IP: 103.199.56.83 : 21834	 Xu: 0	 TÊng ti“n vπn: 0
19:47:34	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 120	 IP: 1.53.84.204 : 64384	 Xu: 0	 TÊng ti“n vπn: 0
19:47:41	 Tµi kho∂n: thinhmap	 Nh©n vÀt: Beerus	 DWORD ID: -1037315319	 C p: 1	 IP: 171.240.144.125 : 53084	 Xu: 0	 TÊng ti“n vπn: 0
19:48:16	 Tµi kho∂n: tanphuc	 Nh©n vÀt: ß÷ŸNh tŸVL	 DWORD ID: 1220732745	 C p: 1	 IP: 1.55.204.228 : 12215	 Xu: 0	 TÊng ti“n vπn: 0
19:48:30	 Tµi kho∂n: hoangpo00	 Nh©n vÀt: Mechilee	 DWORD ID: -645006225	 C p: 120	 IP: 103.199.56.83 : 17829	 Xu: 0	 TÊng ti“n vπn: 30000
19:48:43	 Tµi kho∂n: hoangpo1	 Nh©n vÀt: HoµngPﬂ1	 DWORD ID: 1084652173	 C p: 120	 IP: 103.199.56.83 : 17138	 Xu: 0	 TÊng ti“n vπn: 5397
19:49:21	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 120	 IP: 1.53.84.204 : 64394	 Xu: 0	 TÊng ti“n vπn: 0
19:49:29	 Tµi kho∂n: conghung1	 Nh©n vÀt: DMChien	 DWORD ID: 1381355700	 C p: 120	 IP: 171.235.44.3 : 59872	 Xu: 0	 TÊng ti“n vπn: 16702
19:49:33	 Tµi kho∂n: phuc140400	 Nh©n vÀt: Tr≠¨ngThﬁM¸Hoa	 DWORD ID: -2118153097	 C p: 120	 IP: 125.212.175.111 : 19155	 Xu: 530	 TÊng ti“n vπn: 615833
19:50:38	 Tµi kho∂n: caothuong1	 Nh©n vÀt: DanChoiDoc	 DWORD ID: -1901212562	 C p: 120	 IP: 14.160.198.30 : 62026	 Xu: 0	 TÊng ti“n vπn: 13332
19:50:39	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 120	 IP: 14.160.198.30 : 62028	 Xu: 0	 TÊng ti“n vπn: 9595
19:50:40	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 62030	 Xu: 0	 TÊng ti“n vπn: 20789
19:50:43	 Tµi kho∂n: weoweo9	 Nh©n vÀt: Huy“nŸThi™n	 DWORD ID: 995091567	 C p: 120	 IP: 42.114.22.42 : 40541	 Xu: 0	 TÊng ti“n vπn: 3199
19:50:49	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 120	 IP: 1.53.84.204 : 64397	 Xu: 0	 TÊng ti“n vπn: 0
19:51:29	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 120	 IP: 14.160.198.30 : 62032	 Xu: 0	 TÊng ti“n vπn: 10195
19:51:29	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 62034	 Xu: 0	 TÊng ti“n vπn: 20789
19:51:58	 Tµi kho∂n: caothuong1	 Nh©n vÀt: DanChoiDoc	 DWORD ID: -1901212562	 C p: 120	 IP: 14.160.198.30 : 62054	 Xu: 0	 TÊng ti“n vπn: 14330
19:52:13	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 62056	 Xu: 0	 TÊng ti“n vπn: 20989
19:52:13	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 120	 IP: 14.160.198.30 : 62058	 Xu: 0	 TÊng ti“n vπn: 10594
19:52:21	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: Ng∑Ng˘aQuyY	 DWORD ID: 162266585	 C p: 120	 IP: 27.2.123.133 : 63620	 Xu: 0	 TÊng ti“n vπn: 13228
19:52:31	 Tµi kho∂n: caothuong1	 Nh©n vÀt: DanChoiDoc	 DWORD ID: -1901212562	 C p: 120	 IP: 14.160.198.30 : 62060	 Xu: 0	 TÊng ti“n vπn: 49017
19:52:36	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 62062	 Xu: 0	 TÊng ti“n vπn: 21189
19:52:37	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 120	 IP: 14.160.198.30 : 62064	 Xu: 0	 TÊng ti“n vπn: 10594
19:52:44	 Tµi kho∂n: mrcana	 Nh©n vÀt: ThienTon	 DWORD ID: -1599765051	 C p: 1	 IP: 42.113.165.239 : 63019	 Xu: 0	 TÊng ti“n vπn: 0
19:52:53	 Tµi kho∂n: caothuong1	 Nh©n vÀt: DanChoiDoc	 DWORD ID: -1901212562	 C p: 120	 IP: 14.160.198.30 : 62067	 Xu: 0	 TÊng ti“n vπn: 0
19:53:04	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 62075	 Xu: 0	 TÊng ti“n vπn: 21189
19:53:23	 Tµi kho∂n: danhtran11	 Nh©n vÀt: Paint000	 DWORD ID: 348750765	 C p: 120	 IP: 116.98.89.201 : 51666	 Xu: 0	 TÊng ti“n vπn: 0
19:53:33	 Tµi kho∂n: thanhtin	 Nh©n vÀt: MoonNg∏o	 DWORD ID: 26218531	 C p: 120	 IP: 42.119.159.49 : 33270	 Xu: 0	 TÊng ti“n vπn: 697
19:53:38	 Tµi kho∂n: canhhoakieukizip	 Nh©n vÀt: L’uŸL“u	 DWORD ID: 31290632	 C p: 1	 IP: 171.251.235.182 : 31543	 Xu: 0	 TÊng ti“n vπn: 0
19:53:38	 Tµi kho∂n: q9game100	 Nh©n vÀt: L®ngŸV≠¨ng	 DWORD ID: 1792961337	 C p: 120	 IP: 14.169.171.222 : 61630	 Xu: 10	 TÊng ti“n vπn: 2799
19:53:49	 Tµi kho∂n: no1vnn	 Nh©n vÀt: adfgadrg	 DWORD ID: -1756712683	 C p: 120	 IP: 113.23.54.181 : 40662	 Xu: 0	 TÊng ti“n vπn: 798
19:54:44	 Tµi kho∂n: xuantung	 Nh©n vÀt: ThichAm_HoPHap	 DWORD ID: -460577819	 C p: 120	 IP: 116.96.77.64 : 22951	 Xu: 0	 TÊng ti“n vπn: 0
19:57:32	 Tµi kho∂n: huutho2	 Nh©n vÀt: TraiLang	 DWORD ID: 915643847	 C p: 1	 IP: 14.165.115.197 : 51377	 Xu: 0	 TÊng ti“n vπn: 0
19:57:33	 Tµi kho∂n: tututu	 Nh©n vÀt: Van_Monkey	 DWORD ID: 130114100	 C p: 1	 IP: 113.188.29.120 : 58563	 Xu: 0	 TÊng ti“n vπn: 0
19:58:01	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 120	 IP: 14.160.198.30 : 62082	 Xu: 0	 TÊng ti“n vπn: 1219
19:58:01	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 62084	 Xu: 0	 TÊng ti“n vπn: 599
19:58:02	 Tµi kho∂n: caothuong1	 Nh©n vÀt: DanChoiDoc	 DWORD ID: -1901212562	 C p: 120	 IP: 14.160.198.30 : 62086	 Xu: 0	 TÊng ti“n vπn: 0
19:58:02	 Tµi kho∂n: wangbugi	 Nh©n vÀt: M◊ŸT´m	 DWORD ID: -404915066	 C p: 1	 IP: 1.55.45.91 : 31187	 Xu: 0	 TÊng ti“n vπn: 0
19:58:02	 Tµi kho∂n: tranquochung	 Nh©n vÀt: djsuekwh	 DWORD ID: -521827749	 C p: 120	 IP: 125.235.225.95 : 57690	 Xu: 0	 TÊng ti“n vπn: 9212
19:58:36	 Tµi kho∂n: dkkhung4	 Nh©n vÀt: daTau2van	 DWORD ID: 417328107	 C p: 120	 IP: 116.105.207.65 : 63953	 Xu: 0	 TÊng ti“n vπn: 2600
19:59:04	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 120	 IP: 14.160.198.30 : 62088	 Xu: 0	 TÊng ti“n vπn: 7823
19:59:06	 Tµi kho∂n: caothuong1	 Nh©n vÀt: DanChoiDoc	 DWORD ID: -1901212562	 C p: 120	 IP: 14.160.198.30 : 62090	 Xu: 0	 TÊng ti“n vπn: 0
19:59:13	 Tµi kho∂n: datvolamtansat	 Nh©n vÀt: DuongCuHeo	 DWORD ID: -1090054488	 C p: 1	 IP: 14.179.50.179 : 58248	 Xu: 0	 TÊng ti“n vπn: 0
19:59:41	 Tµi kho∂n: bobsai01	 Nh©n vÀt: DiaŸTang	 DWORD ID: -2096414532	 C p: 1	 IP: 14.233.186.7 : 57235	 Xu: 0	 TÊng ti“n vπn: 0
19:59:42	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 62092	 Xu: 0	 TÊng ti“n vπn: 998
19:59:57	 Tµi kho∂n: 0985651986	 Nh©n vÀt: 1Ph∏tN∏tB≠Ìm	 DWORD ID: -1834305076	 C p: 1	 IP: 1.55.203.238 : 62021	 Xu: 0	 TÊng ti“n vπn: 0
20:00:04	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 62094	 Xu: 0	 TÊng ti“n vπn: 1198
20:00:06	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 120	 IP: 14.160.198.30 : 62096	 Xu: 0	 TÊng ti“n vπn: 7823
20:00:18	 Tµi kho∂n: caothuong1	 Nh©n vÀt: DanChoiDoc	 DWORD ID: -1901212562	 C p: 120	 IP: 14.160.198.30 : 62098	 Xu: 0	 TÊng ti“n vπn: 400
20:00:25	 Tµi kho∂n: thangmap	 Nh©n vÀt: BlackWofl	 DWORD ID: -263846139	 C p: 120	 IP: 42.117.168.117 : 64882	 Xu: 0	 TÊng ti“n vπn: 20268
20:00:27	 Tµi kho∂n: quocviet2012	 Nh©n vÀt: HuyenGiac	 DWORD ID: -1893599419	 C p: 1	 IP: 118.68.247.216 : 59681	 Xu: 0	 TÊng ti“n vπn: 0
20:00:29	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 62104	 Xu: 0	 TÊng ti“n vπn: 1398
20:00:38	 Tµi kho∂n: shiroe	 Nh©n vÀt: Nagato	 DWORD ID: -265740934	 C p: 1	 IP: 42.114.200.235 : 3766	 Xu: 0	 TÊng ti“n vπn: 0
20:01:47	 Tµi kho∂n: tranquochung	 Nh©n vÀt: caibang	 DWORD ID: -338886585	 C p: 1	 IP: 125.235.225.95 : 28235	 Xu: 0	 TÊng ti“n vπn: 0
20:02:12	 Tµi kho∂n: quocviet2012	 Nh©n vÀt: HuyenGiac	 DWORD ID: -1893599419	 C p: 1	 IP: 118.68.247.216 : 5923	 Xu: 0	 TÊng ti“n vπn: 0
20:02:24	 Tµi kho∂n: huutho2	 Nh©n vÀt: TraiLang	 DWORD ID: 915643847	 C p: 120	 IP: 14.165.115.197 : 51396	 Xu: 0	 TÊng ti“n vπn: 2199
20:02:46	 Tµi kho∂n: saukhang	 Nh©n vÀt: ƒïB∂oŸKhang	 DWORD ID: -822306508	 C p: 1	 IP: 113.23.54.181 : 47389	 Xu: 0	 TÊng ti“n vπn: 0
20:03:16	 Tµi kho∂n: lekhang91	 Nh©n vÀt: SamSung	 DWORD ID: -306057818	 C p: 120	 IP: 171.239.220.166 : 62335	 Xu: 25	 TÊng ti“n vπn: 0
20:03:35	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 120	 IP: 14.160.198.30 : 62118	 Xu: 0	 TÊng ti“n vπn: 7521
20:03:41	 Tµi kho∂n: phodem1	 Nh©n vÀt: MaNhan	 DWORD ID: -226577383	 C p: 120	 IP: 14.168.143.94 : 63227	 Xu: 0	 TÊng ti“n vπn: 0
20:05:01	 Tµi kho∂n: bungbu	 Nh©n vÀt: Facebook	 DWORD ID: -1551714606	 C p: 1	 IP: 171.240.144.125 : 52086	 Xu: 0	 TÊng ti“n vπn: 0
20:05:38	 Tµi kho∂n: cbcui4	 Nh©n vÀt: GM0002	 DWORD ID: -929240988	 C p: 120	 IP: 27.70.203.146 : 49509	 Xu: 9000	 TÊng ti“n vπn: 989523000
20:05:40	 Tµi kho∂n: manhinh20in	 Nh©n vÀt: DMBV0123	 DWORD ID: -1413256384	 C p: 1	 IP: 113.162.161.238 : 53224	 Xu: 0	 TÊng ti“n vπn: 0
20:05:41	 Tµi kho∂n: kukhidn2	 Nh©n vÀt: asdhasd	 DWORD ID: -232330782	 C p: 1	 IP: 123.19.11.135 : 62053	 Xu: 0	 TÊng ti“n vπn: 0
20:06:06	 Tµi kho∂n: banhmi01	 Nh©n vÀt: VﬁtAnhßµo	 DWORD ID: 585715242	 C p: 120	 IP: 1.52.59.237 : 59974	 Xu: 0	 TÊng ti“n vπn: 20137
20:06:20	 Tµi kho∂n: banhmi02	 Nh©n vÀt: VﬁtßÈc	 DWORD ID: 369546504	 C p: 120	 IP: 1.52.59.237 : 56106	 Xu: 0	 TÊng ti“n vπn: 400
20:06:56	 Tµi kho∂n: kukhidn2	 Nh©n vÀt: YangHÂïƒïZui	 DWORD ID: -1680205304	 C p: 1	 IP: 123.19.11.135 : 59689	 Xu: 0	 TÊng ti“n vπn: 0
20:07:07	 Tµi kho∂n: phamankhoi123	 Nh©n vÀt: <ThuyYen>	 DWORD ID: -450032888	 C p: 120	 IP: 171.250.162.201 : 58846	 Xu: 0	 TÊng ti“n vπn: 0
20:07:20	 Tµi kho∂n: yennhi	 Nh©n vÀt: ßÍiPhongBa	 DWORD ID: -442724122	 C p: 1	 IP: 171.235.191.174 : 61001	 Xu: 0	 TÊng ti“n vπn: 0
20:07:25	 Tµi kho∂n: conghung1	 Nh©n vÀt: QuanVu	 DWORD ID: -255570875	 C p: 1	 IP: 171.235.44.3 : 61853	 Xu: 0	 TÊng ti“n vπn: 0
20:07:26	 Tµi kho∂n: pinphan123	 Nh©n vÀt: Vip_khi2	 DWORD ID: -211253663	 C p: 120	 IP: 14.186.109.219 : 63744	 Xu: 25	 TÊng ti“n vπn: 0
20:07:34	 Tµi kho∂n: laihuynh4	 Nh©n vÀt: ƒÖTaoƒT™nƒLai	 DWORD ID: 1970184633	 C p: 120	 IP: 27.71.104.235 : 47792	 Xu: 25	 TÊng ti“n vπn: 37090
20:07:45	 Tµi kho∂n: banhmi03	 Nh©n vÀt: H·aLangTh«n	 DWORD ID: -104355220	 C p: 120	 IP: 1.52.59.237 : 11794	 Xu: 25	 TÊng ti“n vπn: 18458
20:07:49	 Tµi kho∂n: 8134612	 Nh©n vÀt: xxNxttt	 DWORD ID: 1408803507	 C p: 120	 IP: 1.53.84.204 : 56533	 Xu: 0	 TÊng ti“n vπn: 55
20:08:05	 Tµi kho∂n: laihuynh4	 Nh©n vÀt: ƒÖTaoƒT™nƒLai	 DWORD ID: 1970184633	 C p: 120	 IP: 27.71.104.235 : 6900	 Xu: 25	 TÊng ti“n vπn: 37090
20:08:23	 Tµi kho∂n: quydaicahp123	 Nh©n vÀt: XoayNoAE	 DWORD ID: -1558430281	 C p: 1	 IP: 171.252.154.202 : 58609	 Xu: 0	 TÊng ti“n vπn: 0
20:09:06	 Tµi kho∂n: mrcana1	 Nh©n vÀt: fsafsazz	 DWORD ID: 601060696	 C p: 1	 IP: 42.113.165.239 : 15919	 Xu: 0	 TÊng ti“n vπn: 0
20:09:12	 Tµi kho∂n: pinphan123	 Nh©n vÀt: Vip_khi2	 DWORD ID: -211253663	 C p: 120	 IP: 14.186.109.219 : 63748	 Xu: 25	 TÊng ti“n vπn: 0
20:09:44	 Tµi kho∂n: tuankl1	 Nh©n vÀt: ChungŸLinhŸNhi	 DWORD ID: -350444242	 C p: 120	 IP: 118.69.180.120 : 64599	 Xu: 0	 TÊng ti“n vπn: 18750
20:09:53	 Tµi kho∂n: pinphan123	 Nh©n vÀt: Vip_khi2	 DWORD ID: -211253663	 C p: 120	 IP: 14.186.109.219 : 63750	 Xu: 25	 TÊng ti“n vπn: 0
20:10:06	 Tµi kho∂n: chukhacnhi	 Nh©n vÀt: NoBiTa	 DWORD ID: -853915469	 C p: 120	 IP: 14.240.116.193 : 61563	 Xu: 0	 TÊng ti“n vπn: 29674
20:10:06	 Tµi kho∂n: chukhacnhi1994	 Nh©n vÀt: ChaiEn	 DWORD ID: -1019975766	 C p: 120	 IP: 14.240.116.193 : 61565	 Xu: 0	 TÊng ti“n vπn: 9539
20:10:07	 Tµi kho∂n: chukhacnhi1993	 Nh©n vÀt: DoreMon	 DWORD ID: -2072571113	 C p: 120	 IP: 14.240.116.193 : 61567	 Xu: 0	 TÊng ti“n vπn: 84510
20:10:40	 Tµi kho∂n: wangbugi1	 Nh©n vÀt: H∂oŸH∂o	 DWORD ID: 203810854	 C p: 1	 IP: 1.55.45.91 : 49765	 Xu: 0	 TÊng ti“n vπn: 0
20:11:20	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: Ng∑Ng˘aQuyY	 DWORD ID: 162266585	 C p: 120	 IP: 27.2.123.133 : 62075	 Xu: 0	 TÊng ti“n vπn: 195
20:11:26	 Tµi kho∂n: ncc111	 Nh©n vÀt: NoName	 DWORD ID: -848648212	 C p: 1	 IP: 42.112.230.233 : 60373	 Xu: 0	 TÊng ti“n vπn: 0
20:11:29	 Tµi kho∂n: honganhcm13	 Nh©n vÀt: SÔngKh∏nh	 DWORD ID: 1925030947	 C p: 120	 IP: 27.2.123.133 : 62084	 Xu: 25	 TÊng ti“n vπn: 596
20:12:20	 Tµi kho∂n: cbcui4	 Nh©n vÀt: GM00002	 DWORD ID: -385914259	 C p: 1	 IP: 27.70.203.146 : 62220	 Xu: 4800	 TÊng ti“n vπn: 0
20:12:28	 Tµi kho∂n: honganhcm15	 Nh©n vÀt: ChÿThﬁ16	 DWORD ID: -1206812439	 C p: 120	 IP: 27.2.123.133 : 62086	 Xu: 0	 TÊng ti“n vπn: 44084
20:12:44	 Tµi kho∂n: mrcana	 Nh©n vÀt: zKillerz	 DWORD ID: 1621734697	 C p: 1	 IP: 42.113.165.239 : 12330	 Xu: 0	 TÊng ti“n vπn: 0
20:12:47	 Tµi kho∂n: ayeloha	 Nh©n vÀt: TopŸ1ŸTˆŸVong	 DWORD ID: 1862398196	 C p: 1	 IP: 14.169.107.152 : 50523	 Xu: 0	 TÊng ti“n vπn: 0
20:13:27	 Tµi kho∂n: quydaicahp123	 Nh©n vÀt: ChemNoAE	 DWORD ID: 325607260	 C p: 1	 IP: 171.252.154.202 : 14957	 Xu: 0	 TÊng ti“n vπn: 0
20:13:42	 Tµi kho∂n: caothuong1	 Nh©n vÀt: DanChoiDoc	 DWORD ID: -1901212562	 C p: 120	 IP: 14.160.198.30 : 62379	 Xu: 0	 TÊng ti“n vπn: 2400
20:13:43	 Tµi kho∂n: caothuong2	 Nh©n vÀt: DanChoiBua	 DWORD ID: -1901110008	 C p: 120	 IP: 14.160.198.30 : 62381	 Xu: 0	 TÊng ti“n vπn: 3200
20:13:55	 Tµi kho∂n: wangbugi	 Nh©n vÀt: M◊ŸT´m	 DWORD ID: -404915066	 C p: 120	 IP: 1.55.45.91 : 43044	 Xu: 0	 TÊng ti“n vπn: 1590
20:14:09	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 120	 IP: 14.160.198.30 : 62388	 Xu: 0	 TÊng ti“n vπn: 1400
20:14:39	 Tµi kho∂n: ayeloha	 Nh©n vÀt: TopŸ1ŸTˆŸVong	 DWORD ID: 1862398196	 C p: 120	 IP: 14.169.107.152 : 63263	 Xu: 0	 TÊng ti“n vπn: 1000
20:14:40	 Tµi kho∂n: mrcana	 Nh©n vÀt: zKillerz	 DWORD ID: 1621734697	 C p: 120	 IP: 42.113.165.239 : 23924	 Xu: 0	 TÊng ti“n vπn: 1000
20:14:41	 Tµi kho∂n: wangbugi1	 Nh©n vÀt: H∂oŸH∂o	 DWORD ID: 203810854	 C p: 120	 IP: 1.55.45.91 : 56648	 Xu: 0	 TÊng ti“n vπn: 1007
20:14:41	 Tµi kho∂n: bibabibo00	 Nh©n vÀt: ChuHaiVT	 DWORD ID: 1096389470	 C p: 120	 IP: 42.119.156.197 : 48137	 Xu: 0	 TÊng ti“n vπn: 3375
20:14:46	 Tµi kho∂n: phanbatrung	 Nh©n vÀt: McLarenŸP1	 DWORD ID: 1554149478	 C p: 1	 IP: 123.28.133.215 : 54757	 Xu: 0	 TÊng ti“n vπn: 0
20:14:49	 Tµi kho∂n: quocviet2012	 Nh©n vÀt: HuyenGiac	 DWORD ID: -1893599419	 C p: 120	 IP: 118.68.247.216 : 64733	 Xu: 0	 TÊng ti“n vπn: 1000
20:14:51	 Tµi kho∂n: quydaicahp123	 Nh©n vÀt: ChemNoAE	 DWORD ID: 325607260	 C p: 120	 IP: 171.252.154.202 : 47311	 Xu: 0	 TÊng ti“n vπn: 1000
20:14:53	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 120	 IP: 14.160.198.30 : 62394	 Xu: 0	 TÊng ti“n vπn: 1600
20:14:55	 Tµi kho∂n: thanhthanh1111	 Nh©n vÀt: ThanhPapa	 DWORD ID: 934902737	 C p: 1	 IP: 14.161.9.131 : 52132	 Xu: 0	 TÊng ti“n vπn: 0
20:15:01	 Tµi kho∂n: bibabibo01	 Nh©n vÀt: DeNhiMong	 DWORD ID: 1847609421	 C p: 120	 IP: 42.119.156.197 : 41813	 Xu: 0	 TÊng ti“n vπn: 18340
20:15:05	 Tµi kho∂n: phanbatrung	 Nh©n vÀt: McLarenŸP1	 DWORD ID: 1554149478	 C p: 1	 IP: 123.28.133.215 : 54767	 Xu: 0	 TÊng ti“n vπn: 0
20:15:06	 Tµi kho∂n: datvolamtansat	 Nh©n vÀt: DuongCuHeo	 DWORD ID: -1090054488	 C p: 120	 IP: 14.179.50.179 : 64352	 Xu: 0	 TÊng ti“n vπn: 1000
20:15:08	 Tµi kho∂n: shiroe	 Nh©n vÀt: Nagato	 DWORD ID: -265740934	 C p: 120	 IP: 42.114.200.235 : 31220	 Xu: 0	 TÊng ti“n vπn: 1000
20:15:13	 Tµi kho∂n: thanhthanh1111	 Nh©n vÀt: ThanhPapa	 DWORD ID: 934902737	 C p: 1	 IP: 14.161.9.131 : 52137	 Xu: 0	 TÊng ti“n vπn: 0
20:15:14	 Tµi kho∂n: quocviet2012	 Nh©n vÀt: HuyenGiac	 DWORD ID: -1893599419	 C p: 120	 IP: 118.68.247.216 : 25883	 Xu: 0	 TÊng ti“n vπn: 1000
20:15:20	 Tµi kho∂n: tanthanh1	 Nh©n vÀt: PPPPPPPp	 DWORD ID: -236264024	 C p: 1	 IP: 171.235.191.174 : 55715	 Xu: 0	 TÊng ti“n vπn: 0
20:15:25	 Tµi kho∂n: datvolamtansat	 Nh©n vÀt: DuongCuHeo	 DWORD ID: -1090054488	 C p: 120	 IP: 14.179.50.179 : 64355	 Xu: 0	 TÊng ti“n vπn: 1000
20:15:27	 Tµi kho∂n: phanbatrung	 Nh©n vÀt: McLarenŸP1	 DWORD ID: 1554149478	 C p: 1	 IP: 123.28.133.215 : 52691	 Xu: 0	 TÊng ti“n vπn: 0
20:15:30	 Tµi kho∂n: trankha	 Nh©n vÀt: Gothic08	 DWORD ID: -15944392	 C p: 1	 IP: 1.55.196.117 : 64416	 Xu: 0	 TÊng ti“n vπn: 0
20:15:49	 Tµi kho∂n: galuot2	 Nh©n vÀt: CayŸTien	 DWORD ID: -228059412	 C p: 1	 IP: 14.250.252.224 : 40066	 Xu: 0	 TÊng ti“n vπn: 0
20:15:51	 Tµi kho∂n: wangbugi1	 Nh©n vÀt: H∂oŸH∂o	 DWORD ID: 203810854	 C p: 120	 IP: 1.55.45.91 : 64289	 Xu: 0	 TÊng ti“n vπn: 1007
20:16:08	 Tµi kho∂n: tanthanh1	 Nh©n vÀt: PPPPPPPp	 DWORD ID: -236264024	 C p: 120	 IP: 171.235.191.174 : 55724	 Xu: 0	 TÊng ti“n vπn: 1000
20:16:08	 Tµi kho∂n: ncc222	 Nh©n vÀt: LuXuBu	 DWORD ID: -911356859	 C p: 120	 IP: 42.112.230.233 : 9927	 Xu: 0	 TÊng ti“n vπn: 0
20:16:09	 Tµi kho∂n: galuot2	 Nh©n vÀt: CayŸTien	 DWORD ID: -228059412	 C p: 120	 IP: 14.250.252.224 : 40068	 Xu: 0	 TÊng ti“n vπn: 1000
20:16:18	 Tµi kho∂n: trankha	 Nh©n vÀt: Gothic08	 DWORD ID: -15944392	 C p: 1	 IP: 1.55.196.117 : 19687	 Xu: 0	 TÊng ti“n vπn: 0
20:16:20	 Tµi kho∂n: 8134612	 Nh©n vÀt: xxNxttt	 DWORD ID: 1408803507	 C p: 120	 IP: 1.53.84.204 : 59591	 Xu: 0	 TÊng ti“n vπn: 55
20:16:22	 Tµi kho∂n: galuot2	 Nh©n vÀt: CayŸTien	 DWORD ID: -228059412	 C p: 120	 IP: 14.250.252.224 : 40070	 Xu: 0	 TÊng ti“n vπn: 1000
20:16:23	 Tµi kho∂n: caothuong1	 Nh©n vÀt: DanChoiDoc	 DWORD ID: -1901212562	 C p: 120	 IP: 14.160.198.30 : 62400	 Xu: 0	 TÊng ti“n vπn: 0
20:16:26	 Tµi kho∂n: tanthanh1	 Nh©n vÀt: PPPPPPPp	 DWORD ID: -236264024	 C p: 120	 IP: 171.235.191.174 : 55734	 Xu: 0	 TÊng ti“n vπn: 1000
20:17:12	 Tµi kho∂n: cbcui4	 Nh©n vÀt: GM00002	 DWORD ID: -385914259	 C p: 1	 IP: 27.70.203.146 : 56422	 Xu: 4800	 TÊng ti“n vπn: 0
20:17:14	 Tµi kho∂n: wangbugi1	 Nh©n vÀt: H∂oŸH∂o	 DWORD ID: 203810854	 C p: 120	 IP: 1.55.45.91 : 1500	 Xu: 0	 TÊng ti“n vπn: 1007
20:17:19	 Tµi kho∂n: thanhthanh1111	 Nh©n vÀt: ThanhPapa	 DWORD ID: 934902737	 C p: 120	 IP: 14.161.9.131 : 52151	 Xu: 0	 TÊng ti“n vπn: 1000
