00:00:06	 Tµi kho∂n: pinphan12345	 Nh©n vÀt: Vip_khi1	 DWORD ID: -211253543	 C p: 126	 IP: 14.186.109.219 : 37359	 Xu: 22	 TÊng ti“n vπn: 26881
13:08:31	 Tµi kho∂n: hangrong2	 Nh©n vÀt: aczxcvdfz	 DWORD ID: -1692111517	 C p: 1	 IP: 14.186.247.210 : 53226	 Xu: 0	 TÊng ti“n vπn: 0
13:11:39	 Tµi kho∂n: vank02	 Nh©n vÀt: KiemTien	 DWORD ID: -589561352	 C p: 126	 IP: 113.188.29.120 : 49487	 Xu: 27	 TÊng ti“n vπn: 6191
13:11:42	 Tµi kho∂n: tkmoi13	 Nh©n vÀt: LacŸTroi	 DWORD ID: 223271179	 C p: 120	 IP: 14.186.247.210 : 53243	 Xu: 0	 TÊng ti“n vπn: 6765
13:12:26	 Tµi kho∂n: khuong55	 Nh©n vÀt: TŸhŸoŸr	 DWORD ID: -852156252	 C p: 126	 IP: 113.188.199.59 : 50291	 Xu: 70	 TÊng ti“n vπn: 15580
13:13:14	 Tµi kho∂n: conghung1	 Nh©n vÀt: QuanVu	 DWORD ID: -255570875	 C p: 126	 IP: 171.235.44.3 : 50930	 Xu: 61	 TÊng ti“n vπn: 667517
13:16:36	 Tµi kho∂n: tuladao3	 Nh©n vÀt: dsadasda	 DWORD ID: 1622250075	 C p: 130	 IP: 171.245.167.230 : 49839	 Xu: 67	 TÊng ti“n vπn: 67815
13:17:55	 Tµi kho∂n: mylovelyok	 Nh©n vÀt: AVGôStark	 DWORD ID: -297231247	 C p: 126	 IP: 171.247.191.188 : 56200	 Xu: 130	 TÊng ti“n vπn: 0
13:18:30	 Tµi kho∂n: tuladao3	 Nh©n vÀt: dsadasda	 DWORD ID: 1622250075	 C p: 130	 IP: 171.245.167.230 : 49849	 Xu: 67	 TÊng ti“n vπn: 67815
13:20:17	 Tµi kho∂n: tanphuc	 Nh©n vÀt: ß÷ŸNh tŸVL	 DWORD ID: 1220732745	 C p: 130	 IP: 1.55.204.228 : 58782	 Xu: 85	 TÊng ti“n vπn: 58244
13:20:18	 Tµi kho∂n: tuladao2	 Nh©n vÀt: Mπizozzz	 DWORD ID: -1358339018	 C p: 128	 IP: 171.245.167.230 : 49858	 Xu: 5	 TÊng ti“n vπn: 117397
13:20:56	 Tµi kho∂n: lekhang91	 Nh©n vÀt: SamSung	 DWORD ID: -306057818	 C p: 130	 IP: 171.239.220.166 : 54736	 Xu: 40	 TÊng ti“n vπn: 25119
13:22:32	 Tµi kho∂n: asdasd	 Nh©n vÀt: Nguy™nŸMinh	 DWORD ID: -551398027	 C p: 127	 IP: 14.252.53.147 : 58747	 Xu: 660	 TÊng ti“n vπn: 2000
13:22:42	 Tµi kho∂n: namdoan6626	 Nh©n vÀt: Na__Tra	 DWORD ID: 1814292348	 C p: 127	 IP: 113.161.229.218 : 50928	 Xu: 49	 TÊng ti“n vπn: 361960
13:24:23	 Tµi kho∂n: samkul2	 Nh©n vÀt: BUFFBUFF	 DWORD ID: -1743436197	 C p: 120	 IP: 115.76.54.208 : 56124	 Xu: 20	 TÊng ti“n vπn: 55925
13:25:12	 Tµi kho∂n: namdoan6626	 Nh©n vÀt: Na__Tra	 DWORD ID: 1814292348	 C p: 127	 IP: 113.161.229.218 : 51067	 Xu: 49	 TÊng ti“n vπn: 361955
13:25:33	 Tµi kho∂n: herolintv	 Nh©n vÀt: CarpeŸDiem	 DWORD ID: 671152620	 C p: 133	 IP: 27.70.225.32 : 62628	 Xu: 2130	 TÊng ti“n vπn: 4803965
13:25:35	 Tµi kho∂n: asdasd	 Nh©n vÀt: Nguy™nŸMinh	 DWORD ID: -551398027	 C p: 127	 IP: 14.252.53.147 : 61447	 Xu: 660	 TÊng ti“n vπn: 82000
13:25:35	 Tµi kho∂n: saubokhang	 Nh©n vÀt: ŸŸïƒS©u	 DWORD ID: -207598719	 C p: 125	 IP: 113.23.54.181 : 19269	 Xu: 7	 TÊng ti“n vπn: 89795
13:25:35	 Tµi kho∂n: yennhi	 Nh©n vÀt: ßÍiPhongBa	 DWORD ID: -442724122	 C p: 134	 IP: 171.235.191.174 : 58478	 Xu: 15	 TÊng ti“n vπn: 196423
13:25:36	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 133	 IP: 1.53.84.204 : 60682	 Xu: 527	 TÊng ti“n vπn: 653843
13:25:36	 Tµi kho∂n: wangbugi2	 Nh©n vÀt: T´mŸChuaŸCay	 DWORD ID: -470443509	 C p: 127	 IP: 42.118.96.157 : 25264	 Xu: 81	 TÊng ti“n vπn: 0
13:25:37	 Tµi kho∂n: tuladao	 Nh©n vÀt: NarŸNg∏o	 DWORD ID: 227581698	 C p: 132	 IP: 171.245.167.230 : 49881	 Xu: 68	 TÊng ti“n vπn: 38420
13:25:37	 Tµi kho∂n: pinphan123	 Nh©n vÀt: Vip_khi2	 DWORD ID: -211253663	 C p: 126	 IP: 14.186.109.219 : 39003	 Xu: 35	 TÊng ti“n vπn: 89749
13:25:37	 Tµi kho∂n: galuot0	 Nh©n vÀt: TruongŸTamŸPho	 DWORD ID: 31381425	 C p: 131	 IP: 14.250.255.250 : 41875	 Xu: 52	 TÊng ti“n vπn: 21192
13:25:37	 Tµi kho∂n: samkul	 Nh©n vÀt: ïƒï64ÖHi’uÖBen	 DWORD ID: -1189616363	 C p: 139	 IP: 115.76.54.208 : 42484	 Xu: 8275	 TÊng ti“n vπn: 435414
13:25:37	 Tµi kho∂n: hung078	 Nh©n vÀt: ƒŸLongŸßπiŸß’@1	 DWORD ID: -345761536	 C p: 136	 IP: 113.187.148.94 : 50150	 Xu: 4315	 TÊng ti“n vπn: 91100
13:25:37	 Tµi kho∂n: thanhtin	 Nh©n vÀt: MoonNg∏o	 DWORD ID: 26218531	 C p: 130	 IP: 42.119.159.49 : 30079	 Xu: 30	 TÊng ti“n vπn: 102594
13:25:38	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸBlack	 DWORD ID: 454102322	 C p: 125	 IP: 14.185.124.189 : 55821	 Xu: 26	 TÊng ti“n vπn: 137462
13:25:38	 Tµi kho∂n: lekhang93	 Nh©n vÀt: ChauTinhTrung	 DWORD ID: 477975473	 C p: 128	 IP: 171.239.220.166 : 54764	 Xu: 1340	 TÊng ti“n vπn: 500000
13:25:39	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 132	 IP: 14.248.85.69 : 61733	 Xu: 2740	 TÊng ti“n vπn: 199306
13:25:40	 Tµi kho∂n: subachdo	 Nh©n vÀt: Silencer	 DWORD ID: 2096968656	 C p: 125	 IP: 171.250.72.134 : 59345	 Xu: 289	 TÊng ti“n vπn: 26250
13:25:41	 Tµi kho∂n: trinhdinhquoc2	 Nh©n vÀt: LeeSin	 DWORD ID: -859832511	 C p: 129	 IP: 171.250.161.59 : 41421	 Xu: 2410	 TÊng ti“n vπn: 499984
13:25:43	 Tµi kho∂n: saysay	 Nh©n vÀt: khoaSay	 DWORD ID: 1524176945	 C p: 128	 IP: 115.72.6.228 : 58945	 Xu: 35	 TÊng ti“n vπn: 499996
13:25:43	 Tµi kho∂n: danhtran13	 Nh©n vÀt: Paint002	 DWORD ID: 348750525	 C p: 129	 IP: 116.98.87.179 : 49390	 Xu: 85	 TÊng ti“n vπn: 180190
13:25:43	 Tµi kho∂n: nhuanhcdv1111	 Nh©n vÀt: nhuanh	 DWORD ID: 488183858	 C p: 125	 IP: 171.250.160.108 : 25094	 Xu: 1070	 TÊng ti“n vπn: 236293
13:25:46	 Tµi kho∂n: tranthanhvu0206	 Nh©n vÀt: QuanThanh	 DWORD ID: -1402268498	 C p: 120	 IP: 14.234.241.229 : 60850	 Xu: 1	 TÊng ti“n vπn: 17453
13:25:54	 Tµi kho∂n: vank92	 Nh©n vÀt: =Van_Monkey=	 DWORD ID: 187118242	 C p: 125	 IP: 113.188.29.120 : 49489	 Xu: 108	 TÊng ti“n vπn: 0
13:25:57	 Tµi kho∂n: subachdo	 Nh©n vÀt: Silencer	 DWORD ID: 2096968656	 C p: 125	 IP: 171.250.72.134 : 59347	 Xu: 289	 TÊng ti“n vπn: 26250
13:27:19	 Tµi kho∂n: herolintv	 Nh©n vÀt: CarpeŸDiem	 DWORD ID: 671152620	 C p: 133	 IP: 27.70.225.32 : 50956	 Xu: 630	 TÊng ti“n vπn: 4803965
13:27:21	 Tµi kho∂n: hung078	 Nh©n vÀt: ƒŸLongŸßπiŸß’@1	 DWORD ID: -345761536	 C p: 136	 IP: 113.187.148.94 : 50155	 Xu: 4315	 TÊng ti“n vπn: 91100
13:27:31	 Tµi kho∂n: herolintv	 Nh©n vÀt: CarpeŸDiem	 DWORD ID: 671152620	 C p: 133	 IP: 27.70.225.32 : 50958	 Xu: 630	 TÊng ti“n vπn: 4803965
13:28:20	 Tµi kho∂n: hoangpo1	 Nh©n vÀt: HoµngPﬂ1	 DWORD ID: 1084652173	 C p: 128	 IP: 113.185.72.22 : 11525	 Xu: 3	 TÊng ti“n vπn: 1200
13:28:31	 Tµi kho∂n: subachdo	 Nh©n vÀt: Silencer	 DWORD ID: 2096968656	 C p: 125	 IP: 171.250.72.134 : 59349	 Xu: 289	 TÊng ti“n vπn: 26250
13:29:33	 Tµi kho∂n: tkmoi2	 Nh©n vÀt: X›chŸL´Ÿ1	 DWORD ID: -1531809592	 C p: 126	 IP: 14.186.247.210 : 53573	 Xu: 70	 TÊng ti“n vπn: 0
13:30:07	 Tµi kho∂n: quydaicahp123	 Nh©n vÀt: ChemNoAE	 DWORD ID: 325607260	 C p: 126	 IP: 171.252.154.202 : 11402	 Xu: 158	 TÊng ti“n vπn: 11191
13:30:19	 Tµi kho∂n: herolintv	 Nh©n vÀt: CarpeŸDiem	 DWORD ID: 671152620	 C p: 133	 IP: 27.70.225.32 : 59359	 Xu: 530	 TÊng ti“n vπn: 3743865
13:30:37	 Tµi kho∂n: mapmap6	 Nh©n vÀt: buffbuff	 DWORD ID: -197256741	 C p: 120	 IP: 171.249.93.2 : 51193	 Xu: 0	 TÊng ti“n vπn: 1000
13:30:54	 Tµi kho∂n: hung0782	 Nh©n vÀt: ChﬁchDπo∞S≠Ka	 DWORD ID: -751753077	 C p: 136	 IP: 113.187.148.94 : 50162	 Xu: 12280	 TÊng ti“n vπn: 1091109
13:31:19	 Tµi kho∂n: pinphan123	 Nh©n vÀt: Vip_khi2	 DWORD ID: -211253663	 C p: 126	 IP: 14.186.109.219 : 39029	 Xu: 35	 TÊng ti“n vπn: 89749
13:32:09	 Tµi kho∂n: honganhcm13	 Nh©n vÀt: SÔngKh∏nh	 DWORD ID: 1925030947	 C p: 126	 IP: 27.2.123.133 : 50801	 Xu: 1	 TÊng ti“n vπn: 16648970
13:33:21	 Tµi kho∂n: zukim123	 Nh©n vÀt: ZuKim77	 DWORD ID: -2058045821	 C p: 121	 IP: 222.253.25.202 : 49209	 Xu: 57	 TÊng ti“n vπn: 11585
13:33:22	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 132	 IP: 14.248.85.69 : 61752	 Xu: 2740	 TÊng ti“n vπn: 199303
13:35:09	 Tµi kho∂n: asdasd	 Nh©n vÀt: Nguy™nŸMinh	 DWORD ID: -551398027	 C p: 127	 IP: 14.252.53.147 : 58697	 Xu: 660	 TÊng ti“n vπn: 81997
13:35:51	 Tµi kho∂n: hung078	 Nh©n vÀt: ƒŸLongŸßπiŸß’@1	 DWORD ID: -345761536	 C p: 136	 IP: 113.187.148.94 : 50167	 Xu: 4315	 TÊng ti“n vπn: 91091
13:36:04	 Tµi kho∂n: samkul	 Nh©n vÀt: ïƒï64ÖHi’uÖBen	 DWORD ID: -1189616363	 C p: 139	 IP: 115.76.54.208 : 62460	 Xu: 8275	 TÊng ti“n vπn: 435393
13:36:27	 Tµi kho∂n: chuaus7750	 Nh©n vÀt: zZzL∑ngQu™nzZz	 DWORD ID: 1884726757	 C p: 122	 IP: 118.68.106.83 : 10769	 Xu: 0	 TÊng ti“n vπn: 999
13:37:06	 Tµi kho∂n: tanphuc	 Nh©n vÀt: ß÷ŸNh tŸVL	 DWORD ID: 1220732745	 C p: 130	 IP: 1.55.204.228 : 25632	 Xu: 85	 TÊng ti“n vπn: 71831
13:37:09	 Tµi kho∂n: 1tanphuc	 Nh©n vÀt: CµyŸTi“nŸNo1	 DWORD ID: 536480189	 C p: 126	 IP: 1.55.204.228 : 40059	 Xu: 24	 TÊng ti“n vπn: 10391
13:37:16	 Tµi kho∂n: saysay	 Nh©n vÀt: khoaSay	 DWORD ID: 1524176945	 C p: 128	 IP: 115.72.6.228 : 58947	 Xu: 35	 TÊng ti“n vπn: 499983
13:37:47	 Tµi kho∂n: tkmoi4	 Nh©n vÀt: LinhŸNhi	 DWORD ID: -2046014288	 C p: 125	 IP: 14.186.247.210 : 53868	 Xu: 10	 TÊng ti“n vπn: 9038
13:38:10	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 126	 IP: 14.186.247.210 : 53871	 Xu: 15	 TÊng ti“n vπn: 90000
13:38:35	 Tµi kho∂n: tkmoi7	 Nh©n vÀt: CayTienVan1	 DWORD ID: -1981110013	 C p: 121	 IP: 14.186.247.210 : 53876	 Xu: 40	 TÊng ti“n vπn: 100000
13:41:10	 Tµi kho∂n: namdoan	 Nh©n vÀt: ac_______xe	 DWORD ID: 1667127196	 C p: 121	 IP: 113.161.229.218 : 51952	 Xu: 10	 TÊng ti“n vπn: 0
13:42:24	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 133	 IP: 1.53.84.204 : 60727	 Xu: 527	 TÊng ti“n vπn: 653843
13:42:31	 Tµi kho∂n: tuladao2	 Nh©n vÀt: Mπizozzz	 DWORD ID: -1358339018	 C p: 128	 IP: 171.245.167.230 : 49967	 Xu: 5	 TÊng ti“n vπn: 117397
13:43:24	 Tµi kho∂n: tungprotid9999	 Nh©n vÀt: L∑ngƒKh∏ch	 DWORD ID: 141692921	 C p: 126	 IP: 113.178.100.194 : 49785	 Xu: 72	 TÊng ti“n vπn: 497346
13:44:09	 Tµi kho∂n: nhuanhcdv1111	 Nh©n vÀt: nhuanh	 DWORD ID: 488183858	 C p: 125	 IP: 171.250.160.108 : 3808	 Xu: 1070	 TÊng ti“n vπn: 43758
13:47:20	 Tµi kho∂n: tieudodo1	 Nh©n vÀt: XiLip7Mau	 DWORD ID: -979072452	 C p: 120	 IP: 1.55.23.185 : 63701	 Xu: 0	 TÊng ti“n vπn: 2398
13:47:32	 Tµi kho∂n: tieudodo	 Nh©n vÀt: XoayLoyLonz	 DWORD ID: 2023291557	 C p: 120	 IP: 1.55.23.185 : 63705	 Xu: 0	 TÊng ti“n vπn: 18434
13:47:33	 Tµi kho∂n: tieudodo2	 Nh©n vÀt: DoggyStyle	 DWORD ID: -1094009429	 C p: 120	 IP: 1.55.23.185 : 63707	 Xu: 0	 TÊng ti“n vπn: 92889
13:49:06	 Tµi kho∂n: thickandonhp123	 Nh©n vÀt: RongBay	 DWORD ID: 1390359763	 C p: 121	 IP: 171.252.154.202 : 25557	 Xu: 0	 TÊng ti“n vπn: 11796
13:49:19	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 133	 IP: 1.53.84.204 : 60743	 Xu: 527	 TÊng ti“n vπn: 653843
13:52:23	 Tµi kho∂n: thickandonhp123	 Nh©n vÀt: VoDangKhi	 DWORD ID: -1086536898	 C p: 120	 IP: 171.252.154.202 : 46928	 Xu: 0	 TÊng ti“n vπn: 34760
13:54:37	 Tµi kho∂n: phapqn12	 Nh©n vÀt: VDDang	 DWORD ID: -533316747	 C p: 127	 IP: 118.69.109.66 : 33416	 Xu: 80	 TÊng ti“n vπn: 499929
13:57:32	 Tµi kho∂n: mylovelyok	 Nh©n vÀt: AVGôStark	 DWORD ID: -297231247	 C p: 126	 IP: 171.247.191.188 : 51627	 Xu: 130	 TÊng ti“n vπn: 0
13:59:49	 Tµi kho∂n: asdasd	 Nh©n vÀt: Nguy™nŸMinh	 DWORD ID: -551398027	 C p: 127	 IP: 14.252.53.147 : 60386	 Xu: 660	 TÊng ti“n vπn: 81975
13:59:51	 Tµi kho∂n: hoangpo00	 Nh©n vÀt: Mechilee	 DWORD ID: -645006225	 C p: 130	 IP: 113.185.72.22 : 11053	 Xu: 38	 TÊng ti“n vπn: 14600
13:59:52	 Tµi kho∂n: mapmap	 Nh©n vÀt: Tr‰cŸß«u	 DWORD ID: 447315140	 C p: 138	 IP: 171.249.93.2 : 60201	 Xu: 85	 TÊng ti“n vπn: 1060264
13:59:52	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸBlack	 DWORD ID: 454102322	 C p: 125	 IP: 14.185.124.189 : 55959	 Xu: 26	 TÊng ti“n vπn: 137423
13:59:53	 Tµi kho∂n: khuong55	 Nh©n vÀt: TŸhŸoŸr	 DWORD ID: -852156252	 C p: 126	 IP: 113.188.199.59 : 50309	 Xu: 70	 TÊng ti“n vπn: 15580
13:59:54	 Tµi kho∂n: trinhdinhquoc2	 Nh©n vÀt: LeeSin	 DWORD ID: -859832511	 C p: 129	 IP: 171.250.161.59 : 61873	 Xu: 2410	 TÊng ti“n vπn: 0
13:59:55	 Tµi kho∂n: nguyenson13	 Nh©n vÀt: nguyenson13	 DWORD ID: 89445323	 C p: 127	 IP: 118.69.89.111 : 62478	 Xu: 92	 TÊng ti“n vπn: 179956
13:59:58	 Tµi kho∂n: samkul2	 Nh©n vÀt: BUFFBUFF	 DWORD ID: -1743436197	 C p: 120	 IP: 115.76.54.208 : 37507	 Xu: 20	 TÊng ti“n vπn: 35914
14:00:52	 Tµi kho∂n: trungtruc	 Nh©n vÀt: Th«nŸS–t	 DWORD ID: 1654724532	 C p: 133	 IP: 115.77.33.190 : 59199	 Xu: 95	 TÊng ti“n vπn: 284804
14:01:03	 Tµi kho∂n: mapmap3	 Nh©n vÀt: BlackHole	 DWORD ID: -204763270	 C p: 122	 IP: 171.249.93.2 : 60206	 Xu: 0	 TÊng ti“n vπn: 90890
14:01:53	 Tµi kho∂n: wangbugi	 Nh©n vÀt: M◊ŸT´m	 DWORD ID: -404915066	 C p: 127	 IP: 42.118.96.157 : 8226	 Xu: 31	 TÊng ti“n vπn: 78983
14:02:17	 Tµi kho∂n: wangbugi2	 Nh©n vÀt: T´mŸChuaŸCay	 DWORD ID: -470443509	 C p: 127	 IP: 42.118.96.157 : 28224	 Xu: 106	 TÊng ti“n vπn: 400
14:02:55	 Tµi kho∂n: gianghai	 Nh©n vÀt: ThÊŸT´n	 DWORD ID: 162582530	 C p: 1	 IP: 14.248.140.21 : 50378	 Xu: 0	 TÊng ti“n vπn: 0
14:03:12	 Tµi kho∂n: hangrong1	 Nh©n vÀt: TatŸCaŸ2v	 DWORD ID: 1062525045	 C p: 120	 IP: 14.186.247.210 : 54251	 Xu: 0	 TÊng ti“n vπn: 1000
14:03:23	 Tµi kho∂n: hangrong2	 Nh©n vÀt: aczxcvdfz	 DWORD ID: -1692111517	 C p: 120	 IP: 14.186.247.210 : 54254	 Xu: 0	 TÊng ti“n vπn: 1000
14:04:37	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 130	 IP: 222.252.237.81 : 60061	 Xu: 1901	 TÊng ti“n vπn: 0
14:05:02	 Tµi kho∂n: lekhang91	 Nh©n vÀt: SamSung	 DWORD ID: -306057818	 C p: 130	 IP: 171.239.220.166 : 54962	 Xu: 40	 TÊng ti“n vπn: 5119
14:06:10	 Tµi kho∂n: pinphan12345	 Nh©n vÀt: Vip_khi1	 DWORD ID: -211253543	 C p: 127	 IP: 14.186.109.219 : 39145	 Xu: 38	 TÊng ti“n vπn: 960788
14:06:29	 Tµi kho∂n: samkul1	 Nh©n vÀt: BUFFŸBUFF	 DWORD ID: 1838592732	 C p: 120	 IP: 115.76.54.208 : 27377	 Xu: 50	 TÊng ti“n vπn: 8131
14:07:24	 Tµi kho∂n: hanhnhat90	 Nh©n vÀt: nhanas	 DWORD ID: 485029167	 C p: 120	 IP: 14.185.124.189 : 55990	 Xu: 2	 TÊng ti“n vπn: 1000
14:08:16	 Tµi kho∂n: galuot0	 Nh©n vÀt: TruongŸTamŸPho	 DWORD ID: 31381425	 C p: 131	 IP: 14.250.255.250 : 40546	 Xu: 78	 TÊng ti“n vπn: 47243
14:08:28	 Tµi kho∂n: hanhnhat90	 Nh©n vÀt: nhanas	 DWORD ID: 485029167	 C p: 120	 IP: 14.185.124.189 : 55997	 Xu: 2	 TÊng ti“n vπn: 1000
14:08:34	 Tµi kho∂n: wangbugi6	 Nh©n vÀt: Acecook2	 DWORD ID: -1465411729	 C p: 120	 IP: 42.118.96.157 : 45396	 Xu: 0	 TÊng ti“n vπn: 9467
14:08:44	 Tµi kho∂n: lekhang95	 Nh©n vÀt: AnhHungRom	 DWORD ID: -645990752	 C p: 120	 IP: 171.239.220.166 : 54982	 Xu: 3	 TÊng ti“n vπn: 359655
14:08:53	 Tµi kho∂n: pinphan123	 Nh©n vÀt: Vip_khi2	 DWORD ID: -211253663	 C p: 126	 IP: 14.186.109.219 : 39155	 Xu: 50	 TÊng ti“n vπn: 90349
14:08:54	 Tµi kho∂n: chuaus7750	 Nh©n vÀt: zZzL∑ngQu™nzZz	 DWORD ID: 1884726757	 C p: 122	 IP: 118.68.106.83 : 16839	 Xu: 0	 TÊng ti“n vπn: 7191
14:09:34	 Tµi kho∂n: wangbugi7	 Nh©n vÀt: Acecook3	 DWORD ID: -1465411849	 C p: 1	 IP: 42.118.96.157 : 43450	 Xu: 0	 TÊng ti“n vπn: 0
14:09:46	 Tµi kho∂n: hanhnhat1	 Nh©n vÀt: MrŸCaytien3	 DWORD ID: 1829133115	 C p: 120	 IP: 14.185.124.189 : 56007	 Xu: 180	 TÊng ti“n vπn: 2997
14:10:44	 Tµi kho∂n: samkul3	 Nh©n vÀt: NaMiLux	 DWORD ID: -1863583757	 C p: 124	 IP: 115.76.54.208 : 24410	 Xu: 0	 TÊng ti“n vπn: 189599
14:10:46	 Tµi kho∂n: zinvlts01	 Nh©n vÀt: StarŸLord	 DWORD ID: 34424768	 C p: 120	 IP: 115.77.68.213 : 60194	 Xu: 0	 TÊng ti“n vπn: 1000
14:11:11	 Tµi kho∂n: hhtdhsg	 Nh©n vÀt: ïƒïÖQuangTr∂m	 DWORD ID: 206367631	 C p: 123	 IP: 171.239.144.33 : 58086	 Xu: 48	 TÊng ti“n vπn: 79487
14:11:45	 Tµi kho∂n: thanhphat	 Nh©n vÀt: Ti”uŸCËt	 DWORD ID: 1663793602	 C p: 120	 IP: 171.245.167.230 : 50087	 Xu: 0	 TÊng ti“n vπn: 7391
14:11:56	 Tµi kho∂n: tkmoi2	 Nh©n vÀt: X›chŸL´Ÿ1	 DWORD ID: -1531809592	 C p: 126	 IP: 14.186.247.210 : 54548	 Xu: 75	 TÊng ti“n vπn: 500000
14:11:56	 Tµi kho∂n: hhtdhsg1	 Nh©n vÀt: ïƒXo∏yCh›uCh›u	 DWORD ID: -1905887755	 C p: 121	 IP: 171.239.144.33 : 58108	 Xu: 50	 TÊng ti“n vπn: 0
14:12:05	 Tµi kho∂n: hhtdhsg3	 Nh©n vÀt: sanox2	 DWORD ID: 89904638	 C p: 120	 IP: 171.239.144.33 : 58117	 Xu: 25	 TÊng ti“n vπn: 1000
14:12:12	 Tµi kho∂n: hhtdhsg2	 Nh©n vÀt: CÙcC¯tB›Hi”m	 DWORD ID: 1870041481	 C p: 120	 IP: 171.239.144.33 : 58127	 Xu: 5	 TÊng ti“n vπn: 0
14:12:41	 Tµi kho∂n: danhtran14	 Nh©n vÀt: Auto_000	 DWORD ID: -1806908267	 C p: 1	 IP: 116.98.87.179 : 49412	 Xu: 0	 TÊng ti“n vπn: 0
14:14:12	 Tµi kho∂n: lekhang95	 Nh©n vÀt: AnhHungThep	 DWORD ID: 303535386	 C p: 120	 IP: 171.239.220.166 : 55008	 Xu: 5	 TÊng ti“n vπn: 0
14:14:18	 Tµi kho∂n: tkmoi4	 Nh©n vÀt: LinhŸNhi	 DWORD ID: -2046014288	 C p: 125	 IP: 14.186.247.210 : 54560	 Xu: 10	 TÊng ti“n vπn: 9038
14:14:26	 Tµi kho∂n: lekhang95	 Nh©n vÀt: AnhHungThep	 DWORD ID: 303535386	 C p: 120	 IP: 171.239.220.166 : 55012	 Xu: 5	 TÊng ti“n vπn: 0
14:14:33	 Tµi kho∂n: namdoan	 Nh©n vÀt: Vo______Dang	 DWORD ID: 1973942382	 C p: 1	 IP: 113.161.229.218 : 53777	 Xu: 15	 TÊng ti“n vπn: 0
14:14:47	 Tµi kho∂n: lekhang92	 Nh©n vÀt: EmHoSamSung	 DWORD ID: -898460580	 C p: 127	 IP: 171.239.220.166 : 55018	 Xu: 15	 TÊng ti“n vπn: 0
14:15:04	 Tµi kho∂n: lekhang95	 Nh©n vÀt: AnhHungRom	 DWORD ID: -645990752	 C p: 120	 IP: 171.239.220.166 : 55022	 Xu: 5	 TÊng ti“n vπn: 421378
14:15:37	 Tµi kho∂n: asdasd	 Nh©n vÀt: Nguy™nŸMinh	 DWORD ID: -551398027	 C p: 127	 IP: 14.252.53.147 : 60284	 Xu: 635	 TÊng ti“n vπn: 0
14:15:47	 Tµi kho∂n: gianghai	 Nh©n vÀt: ThÊŸT´n	 DWORD ID: 162582530	 C p: 120	 IP: 14.248.140.21 : 62450	 Xu: 0	 TÊng ti“n vπn: 2998
14:17:03	 Tµi kho∂n: tuladao2	 Nh©n vÀt: Mπizozzz	 DWORD ID: -1358339018	 C p: 128	 IP: 171.245.167.230 : 50109	 Xu: 5	 TÊng ti“n vπn: 117397
14:17:43	 Tµi kho∂n: tuladao2	 Nh©n vÀt: ŸTamŸTπng	 DWORD ID: 1400885355	 C p: 120	 IP: 171.245.167.230 : 50113	 Xu: 5	 TÊng ti“n vπn: 92038
14:18:40	 Tµi kho∂n: lekhang92	 Nh©n vÀt: EmHoSamSung	 DWORD ID: -898460580	 C p: 127	 IP: 171.239.220.166 : 55041	 Xu: 15	 TÊng ti“n vπn: 0
14:18:59	 Tµi kho∂n: lekhang95	 Nh©n vÀt: AnhHungThep	 DWORD ID: 303535386	 C p: 120	 IP: 171.239.220.166 : 55044	 Xu: 9	 TÊng ti“n vπn: 0
14:19:03	 Tµi kho∂n: gianghai	 Nh©n vÀt: ThÊŸT´n	 DWORD ID: 162582530	 C p: 120	 IP: 14.248.140.21 : 61269	 Xu: 0	 TÊng ti“n vπn: 3398
14:19:11	 Tµi kho∂n: gianghai	 Nh©n vÀt: CaoBao	 DWORD ID: -1069216236	 C p: 120	 IP: 14.248.140.21 : 53749	 Xu: 0	 TÊng ti“n vπn: 2894
14:19:16	 Tµi kho∂n: lekhang95	 Nh©n vÀt: AnhHungRom	 DWORD ID: -645990752	 C p: 120	 IP: 171.239.220.166 : 55048	 Xu: 9	 TÊng ti“n vπn: 488917
14:19:36	 Tµi kho∂n: tuladao2	 Nh©n vÀt: ŸTamŸTπng	 DWORD ID: 1400885355	 C p: 120	 IP: 171.245.167.230 : 50123	 Xu: 5	 TÊng ti“n vπn: 92038
14:19:44	 Tµi kho∂n: samkul4	 Nh©n vÀt: Sakura	 DWORD ID: -76788843	 C p: 121	 IP: 115.76.54.208 : 28891	 Xu: 0	 TÊng ti“n vπn: 44929
