[2018/08/17 17:08:25] 5176492 -- Subscribe Channel: 000001D2 by (674110AC,00000399)
[2018/08/17 17:25:19] 5184428 -- Subscribe Channel: 00000001 by (674110AC,0000049C)
[2018/08/17 17:25:19] 5184429 -- Subscribe Channel: 00000007 by (674110AC,0000049C)
[2018/08/17 17:25:19] 5184430 -- Subscribe Channel: GM <00000000> by (674110AC,0000049C)
[2018/08/17 17:25:19] 5184431 -- Subscribe Channel: 00000004 by (674110AC,0000049C)
[2018/08/17 17:25:19] 5184432 -- Subscribe Channel: 00000002 by (674110AC,0000049C)
[2018/08/17 17:25:19] 5184433 -- Subscribe Channel: 00000001 by (674110AC,0000049C)
[2018/08/17 17:25:19] 5184434 -- Subscribe Channel: 00000007 by (674110AC,0000049C)
[2018/08/17 17:25:19] 5184435 -- Subscribe Channel: GM <00000000> by (674110AC,0000049C)
[2018/08/17 17:25:19] 5184436 -- Subscribe Channel: 00000004 by (674110AC,0000049C)
[2018/08/17 17:25:19] 5184437 -- try reclient: db - 172.16.65.103
[2018/08/17 17:25:19] 5184438 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:25:22] 5184439 -- Query ChannelID: \T135 from (674110AC, 00000363)
[2018/08/17 17:25:22] 5184440 -- Subscribe Channel: 0000025D by (674110AC,00000363)
[2018/08/17 17:25:25] 5184441 -- player login: khanghy14 [Khanghy14] (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184442 -- sync friend list: Khanghy14 (full)
[2018/08/17 17:25:25] 5184443 -- Query ChannelID: \S from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184444 -- Query ChannelID: 世界 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184445 -- Query ChannelID: \F6 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184446 -- Query ChannelID: GM from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184447 -- Query ChannelID: \B from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184448 -- Query ChannelID: \S from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184449 -- Query ChannelID: 世界 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184450 -- Query ChannelID: \F6 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184451 -- Query ChannelID: GM from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184452 -- Query ChannelID: \B from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184453 -- Query ChannelID: \O475618624 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184454 -- Query ChannelID: \S from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184455 -- Query ChannelID: 世界 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184456 -- Query ChannelID: \F6 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184457 -- Query ChannelID: GM from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184458 -- Query ChannelID: \B from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184459 -- Query ChannelID: \O475618624 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184460 -- Query ChannelID: \S from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184461 -- Query ChannelID: 世界 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184462 -- Query ChannelID: \F6 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184463 -- Query ChannelID: GM from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184464 -- Query ChannelID: \B from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184465 -- Query ChannelID: \O475618624 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184466 -- Query ChannelID: \S from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184467 -- Query ChannelID: 世界 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184468 -- Query ChannelID: \F6 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184469 -- Query ChannelID: GM from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184470 -- Query ChannelID: \B from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184471 -- Query ChannelID: \O475618624 from (674110AC, 0000049D)
[2018/08/17 17:25:25] 5184472 -- Subscribe Channel: 00000002 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184473 -- Subscribe Channel: 00000001 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184474 -- Subscribe Channel: 0000000C by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184475 -- Subscribe Channel: GM <00000000> by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184476 -- Subscribe Channel: 00000004 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184477 -- Subscribe Channel: 00000002 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184478 -- Subscribe Channel: 00000001 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184479 -- Subscribe Channel: 0000000C by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184480 -- Subscribe Channel: GM <00000000> by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184481 -- Subscribe Channel: 00000004 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184482 -- Subscribe Channel: 000000F5 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184483 -- Subscribe Channel: 00000002 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184484 -- Subscribe Channel: 00000001 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184485 -- Subscribe Channel: 0000000C by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184486 -- Subscribe Channel: GM <00000000> by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184487 -- Subscribe Channel: 00000004 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184488 -- Subscribe Channel: 000000F5 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184489 -- Subscribe Channel: 00000002 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184490 -- Subscribe Channel: 00000001 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184491 -- Subscribe Channel: 0000000C by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184492 -- Subscribe Channel: GM <00000000> by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184493 -- Subscribe Channel: 00000004 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184494 -- Subscribe Channel: 000000F5 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184495 -- Subscribe Channel: 00000002 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184496 -- Subscribe Channel: 00000001 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184497 -- Subscribe Channel: 0000000C by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184498 -- Subscribe Channel: GM <00000000> by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184499 -- Subscribe Channel: 00000004 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184500 -- Subscribe Channel: 000000F5 by (674110AC,0000049D)
[2018/08/17 17:25:25] 5184501 -- Unsubscribe Channel: 00000020 by (674110AC,00000094)
[2018/08/17 17:25:25] 5184502 -- Query ChannelID: \T78 from (674110AC, 00000094)
[2018/08/17 17:25:28] 5184503 -- Subscribe Channel: 0000005C by (674110AC,00000094)
[2018/08/17 17:25:28] 5184504 -- Query ChannelID: \T135 from (674110AC, 00000323)
[2018/08/17 17:25:28] 5184505 -- Subscribe Channel: 0000025D by (674110AC,00000323)
[2018/08/17 17:25:28] 5184506 -- player logout: duyanh005
[2018/08/17 17:25:31] 5184507 -- Query ChannelID: \T93 from (674110AC, 00000270)
[2018/08/17 17:25:31] 5184508 -- Subscribe Channel: 00000246 by (674110AC,00000270)
[2018/08/17 17:25:31] 5184509 -- try reclient: db - 172.16.65.103
[2018/08/17 17:25:31] 5184510 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:25:43] 5184511 -- try reclient: db - 172.16.65.103
[2018/08/17 17:25:43] 5184512 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:25:49] 5184513 -- Query ChannelID: \T53 from (674110AC, 0000049D)
[2018/08/17 17:25:49] 5184514 -- Subscribe Channel: 00000376 by (674110AC,0000049D)
[2018/08/17 17:25:52] 5184515 -- Query ChannelID: \T84 from (674110AC, 00000489)
[2018/08/17 17:25:52] 5184516 -- Query ChannelID: \T84 from (674110AC, 00000489)
[2018/08/17 17:25:52] 5184517 -- Query ChannelID: \T84 from (674110AC, 00000489)
[2018/08/17 17:25:52] 5184518 -- Query ChannelID: \T84 from (674110AC, 00000489)
[2018/08/17 17:25:52] 5184519 -- Query ChannelID: \T84 from (674110AC, 00000489)
[2018/08/17 17:25:52] 5184520 -- Subscribe Channel: 000002D5 by (674110AC,00000489)
[2018/08/17 17:25:52] 5184521 -- Subscribe Channel: 000002D5 by (674110AC,00000489)
[2018/08/17 17:25:52] 5184522 -- Subscribe Channel: 000002D5 by (674110AC,00000489)
[2018/08/17 17:25:52] 5184523 -- Subscribe Channel: 000002D5 by (674110AC,00000489)
[2018/08/17 17:25:52] 5184524 -- update friend DB succeed
[2018/08/17 17:25:52] 5184525 -- Subscribe Channel: 000002D5 by (674110AC,00000489)
[2018/08/17 17:25:52] 5184526 -- player logout: duyanh005
[2018/08/17 17:25:55] 5184527 -- try reclient: db - 172.16.65.103
[2018/08/17 17:25:55] 5184528 -- player login: nudge6 [LazadaVN] (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184529 -- Query ChannelID: \S from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184530 -- Query ChannelID: 世界 from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184531 -- Query ChannelID: \F9 from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184532 -- Query ChannelID: GM from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184533 -- Query ChannelID: \B from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184534 -- sync friend list: LazadaVN (full)
[2018/08/17 17:25:55] 5184535 -- Query ChannelID: \S from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184536 -- Query ChannelID: 世界 from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184537 -- Query ChannelID: \F9 from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184538 -- Query ChannelID: GM from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184539 -- Query ChannelID: \B from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184540 -- Query ChannelID: \S from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184541 -- Query ChannelID: 世界 from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184542 -- Query ChannelID: \F9 from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184543 -- Query ChannelID: GM from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184544 -- Query ChannelID: \B from (674110AC, 0000049E)
[2018/08/17 17:25:55] 5184545 -- Subscribe Channel: 00000002 by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184546 -- Subscribe Channel: 00000001 by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184547 -- Subscribe Channel: 0000000B by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184548 -- Subscribe Channel: GM <00000000> by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184549 -- Subscribe Channel: 00000004 by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184550 -- Subscribe Channel: 00000002 by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184551 -- Subscribe Channel: 00000001 by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184552 -- Subscribe Channel: 0000000B by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184553 -- Subscribe Channel: GM <00000000> by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184554 -- Subscribe Channel: 00000004 by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184555 -- Subscribe Channel: 00000002 by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184556 -- Subscribe Channel: 00000001 by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184557 -- Subscribe Channel: 0000000B by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184558 -- Subscribe Channel: GM <00000000> by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184559 -- Subscribe Channel: 00000004 by (674110AC,0000049E)
[2018/08/17 17:25:55] 5184560 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:25:58] 5184561 -- player login: mrchua992 [吥皡HIV叞膮] (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184562 -- Query ChannelID: \S from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184563 -- Query ChannelID: 世界 from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184564 -- Query ChannelID: \F4 from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184565 -- Query ChannelID: GM from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184566 -- Query ChannelID: \B from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184567 -- sync friend list: 吥皡HIV叞膮 (full)
[2018/08/17 17:26:01] 5184568 -- Query ChannelID: \T123 from (674110AC, 0000030C)
[2018/08/17 17:26:01] 5184569 -- Query ChannelID: \S from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184570 -- Query ChannelID: 世界 from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184571 -- Query ChannelID: \F4 from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184572 -- Query ChannelID: GM from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184573 -- Query ChannelID: \B from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184574 -- Query ChannelID: \S from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184575 -- Query ChannelID: 世界 from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184576 -- Query ChannelID: \F4 from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184577 -- Query ChannelID: GM from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184578 -- Query ChannelID: \B from (674110AC, 0000049F)
[2018/08/17 17:26:01] 5184579 -- Subscribe Channel: 0000035C by (674110AC,0000030C)
[2018/08/17 17:26:01] 5184580 -- Subscribe Channel: 00000002 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184581 -- Subscribe Channel: 00000001 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184582 -- Subscribe Channel: 00000003 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184583 -- Subscribe Channel: GM <00000000> by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184584 -- Subscribe Channel: 00000004 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184585 -- Subscribe Channel: 00000002 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184586 -- Subscribe Channel: 00000001 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184587 -- Subscribe Channel: 00000003 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184588 -- Subscribe Channel: GM <00000000> by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184589 -- Subscribe Channel: 00000004 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184590 -- Subscribe Channel: 00000002 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184591 -- Subscribe Channel: 00000001 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184592 -- Subscribe Channel: 00000003 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184593 -- Subscribe Channel: GM <00000000> by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184594 -- Subscribe Channel: 00000004 by (674110AC,0000049F)
[2018/08/17 17:26:01] 5184595 -- player login: sunnhoc1 [P袝Ng鑓昇gh誧h] (674110AC, 000004A0)
[2018/08/17 17:26:01] 5184596 -- sync friend list: P袝Ng鑓昇gh誧h (full)
[2018/08/17 17:26:01] 5184597 -- Query ChannelID: \S from (674110AC, 000004A0)
[2018/08/17 17:26:01] 5184598 -- Query ChannelID: 世界 from (674110AC, 000004A0)
[2018/08/17 17:26:01] 5184599 -- Query ChannelID: \F3 from (674110AC, 000004A0)
[2018/08/17 17:26:01] 5184600 -- Query ChannelID: GM from (674110AC, 000004A0)
[2018/08/17 17:26:01] 5184601 -- Query ChannelID: \B from (674110AC, 000004A0)
[2018/08/17 17:26:01] 5184602 -- Subscribe Channel: 00000002 by (674110AC,000004A0)
[2018/08/17 17:26:01] 5184603 -- Subscribe Channel: 00000001 by (674110AC,000004A0)
[2018/08/17 17:26:01] 5184604 -- Subscribe Channel: 00000007 by (674110AC,000004A0)
[2018/08/17 17:26:01] 5184605 -- Subscribe Channel: GM <00000000> by (674110AC,000004A0)
[2018/08/17 17:26:01] 5184606 -- Subscribe Channel: 00000004 by (674110AC,000004A0)
[2018/08/17 17:26:07] 5184607 -- Query ChannelID: \T135 from (674110AC, 000003FF)
[2018/08/17 17:26:07] 5184608 -- Subscribe Channel: 0000025D by (674110AC,000003FF)
[2018/08/17 17:26:07] 5184609 -- try reclient: db - 172.16.65.103
[2018/08/17 17:26:07] 5184610 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:26:13] 5184611 -- Query ChannelID: \T138 from (674110AC, 00000152)
[2018/08/17 17:26:13] 5184612 -- Query ChannelID: \T138 from (674110AC, 00000152)
[2018/08/17 17:26:13] 5184613 -- Subscribe Channel: 0000009F by (674110AC,00000152)
[2018/08/17 17:26:13] 5184614 -- Query ChannelID: \T138 from (674110AC, 00000141)
[2018/08/17 17:26:13] 5184615 -- Subscribe Channel: 0000009F by (674110AC,00000141)
[2018/08/17 17:26:13] 5184616 -- Subscribe Channel: 0000009F by (674110AC,00000152)
[2018/08/17 17:26:16] 5184617 -- player login: sunnhoc2 [Ti猲暏ng] (674110AC, 000004A1)
[2018/08/17 17:26:16] 5184618 -- Query ChannelID: \S from (674110AC, 000004A1)
[2018/08/17 17:26:16] 5184619 -- Query ChannelID: 世界 from (674110AC, 000004A1)
[2018/08/17 17:26:16] 5184620 -- Query ChannelID: GM from (674110AC, 000004A1)
[2018/08/17 17:26:16] 5184621 -- Query ChannelID: \B from (674110AC, 000004A1)
[2018/08/17 17:26:16] 5184622 -- sync friend list: Ti猲暏ng (full)
[2018/08/17 17:26:16] 5184623 -- player login: 0965354525 [QuanMacTieu] (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184624 -- Query ChannelID: \S from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184625 -- Query ChannelID: 世界 from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184626 -- Query ChannelID: \F2 from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184627 -- Query ChannelID: GM from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184628 -- Query ChannelID: \B from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184629 -- sync friend list: QuanMacTieu (full)
[2018/08/17 17:26:16] 5184630 -- Subscribe Channel: 00000002 by (674110AC,000004A1)
[2018/08/17 17:26:16] 5184631 -- Subscribe Channel: 00000001 by (674110AC,000004A1)
[2018/08/17 17:26:16] 5184632 -- Subscribe Channel: GM <00000000> by (674110AC,000004A1)
[2018/08/17 17:26:16] 5184633 -- Subscribe Channel: 00000004 by (674110AC,000004A1)
[2018/08/17 17:26:16] 5184634 -- Query ChannelID: \S from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184635 -- Query ChannelID: 世界 from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184636 -- Query ChannelID: \F2 from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184637 -- Query ChannelID: GM from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184638 -- Query ChannelID: \B from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184639 -- Query ChannelID: \S from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184640 -- Query ChannelID: 世界 from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184641 -- Query ChannelID: \F2 from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184642 -- Query ChannelID: GM from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184643 -- Query ChannelID: \B from (674110AC, 000004A2)
[2018/08/17 17:26:16] 5184644 -- Subscribe Channel: 00000002 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184645 -- Subscribe Channel: 00000001 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184646 -- Subscribe Channel: 00000005 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184647 -- Subscribe Channel: GM <00000000> by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184648 -- Subscribe Channel: 00000004 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184649 -- Subscribe Channel: 00000002 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184650 -- Subscribe Channel: 00000001 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184651 -- Subscribe Channel: 00000005 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184652 -- Subscribe Channel: GM <00000000> by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184653 -- Subscribe Channel: 00000004 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184654 -- Subscribe Channel: 00000002 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184655 -- Subscribe Channel: 00000001 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184656 -- Subscribe Channel: 00000005 by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184657 -- Subscribe Channel: GM <00000000> by (674110AC,000004A2)
[2018/08/17 17:26:16] 5184658 -- Subscribe Channel: 00000004 by (674110AC,000004A2)
[2018/08/17 17:26:19] 5184659 -- player login: duyanh002 [PT.T官T鑞.] (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184660 -- Query ChannelID: \S from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184661 -- Query ChannelID: 世界 from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184662 -- Query ChannelID: \F0 from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184663 -- Query ChannelID: GM from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184664 -- Query ChannelID: \B from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184665 -- sync friend list: PT.T官T鑞. (full)
[2018/08/17 17:26:19] 5184666 -- Query ChannelID: \S from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184667 -- Query ChannelID: 世界 from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184668 -- Query ChannelID: \F0 from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184669 -- Query ChannelID: GM from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184670 -- Query ChannelID: \B from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184671 -- Query ChannelID: \S from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184672 -- Query ChannelID: 世界 from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184673 -- Query ChannelID: \F0 from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184674 -- Query ChannelID: GM from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184675 -- Query ChannelID: \B from (674110AC, 000004A3)
[2018/08/17 17:26:19] 5184676 -- Subscribe Channel: 00000002 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184677 -- Subscribe Channel: 00000001 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184678 -- Subscribe Channel: 00000008 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184679 -- Subscribe Channel: GM <00000000> by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184680 -- Subscribe Channel: 00000004 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184681 -- Subscribe Channel: 00000002 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184682 -- Subscribe Channel: 00000001 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184683 -- Subscribe Channel: 00000008 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184684 -- Subscribe Channel: GM <00000000> by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184685 -- Subscribe Channel: 00000004 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184686 -- Subscribe Channel: 00000002 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184687 -- Subscribe Channel: 00000001 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184688 -- Subscribe Channel: 00000008 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184689 -- Subscribe Channel: GM <00000000> by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184690 -- Subscribe Channel: 00000004 by (674110AC,000004A3)
[2018/08/17 17:26:19] 5184691 -- player login: thuantn3 [Hello'Money] (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184692 -- Query ChannelID: \S from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184693 -- Query ChannelID: 世界 from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184694 -- Query ChannelID: \F7 from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184695 -- Query ChannelID: GM from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184696 -- Query ChannelID: \B from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184697 -- sync friend list: Hello'Money (full)
[2018/08/17 17:26:19] 5184698 -- try reclient: db - 172.16.65.103
[2018/08/17 17:26:19] 5184699 -- Query ChannelID: \S from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184700 -- Query ChannelID: 世界 from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184701 -- Query ChannelID: \F7 from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184702 -- Query ChannelID: GM from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184703 -- Query ChannelID: \B from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184704 -- Query ChannelID: \S from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184705 -- Query ChannelID: 世界 from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184706 -- Query ChannelID: \F7 from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184707 -- Query ChannelID: GM from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184708 -- Query ChannelID: \B from (674110AC, 000004A4)
[2018/08/17 17:26:19] 5184709 -- Subscribe Channel: 00000002 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184710 -- Subscribe Channel: 00000001 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184711 -- Subscribe Channel: 00000006 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184712 -- Subscribe Channel: GM <00000000> by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184713 -- Subscribe Channel: 00000004 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184714 -- Subscribe Channel: 00000002 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184715 -- Query ChannelID: \T138 from (674110AC, 0000010A)
[2018/08/17 17:26:19] 5184716 -- Subscribe Channel: 00000001 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184717 -- Subscribe Channel: 00000006 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184718 -- Subscribe Channel: GM <00000000> by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184719 -- Subscribe Channel: 00000004 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184720 -- Subscribe Channel: 00000002 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184721 -- Subscribe Channel: 00000001 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184722 -- Subscribe Channel: 00000006 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184723 -- Subscribe Channel: GM <00000000> by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184724 -- Subscribe Channel: 00000004 by (674110AC,000004A4)
[2018/08/17 17:26:19] 5184725 -- Subscribe Channel: 0000009F by (674110AC,0000010A)
