SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LevelUpScript	SkillDesc	IsMagic	Series	IsSkillPhysical	IsSkillMagic	TimePerCastHorse		SkillMiniIcon
Khong Can Ten 41		245		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_32.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	2	0	400	0	0	0	5	1	27	1	1	1	11	0	0	5	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	1	0	0	0		0					1	0	\script\skill\npc\???????¡§?.lua	lightingdamage_v		skill_cost_v																			????????????????????????????????¡§??????????¡è?????¨¨?¡è???	0		0	0	2		
Khong Can Ten 42		246		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_31.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	2	0	600	15	0	20	2	1	103	1	1	1	10	0	1	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	1	0	0	1	0	0	0				1	0	\script\skill\emei.lua	physicsenhance_p				colddamage_v		skill_cost_v															??¡§????????????????????????????????????????????¡§?????¡§?????????	0		0	0	2		
Khong Can Ten 43		247		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_31.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	2	0	400	0	0	0	4	1	104	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	1	0	0	0		0					1	0	\script\skill\npc\????????.lua	firedamage_v		skill_cost_v																			?¡§?????????????????????????????????¡ì?¡§??????¡è?????????????????	0		0	0	2		
Khong Can Ten 44		248		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_43.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	2	0	400	0	0	0	3	1	105	0	1	1	11	1	0	10	0	0	0	60	0	0	1	0	0	0	1	0	0	0	1	227	10	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\npc\?????¡è???.lua	physicsdamage_v		skill_cost_v																			????????????????????????????????????????¡§???????	0		0	0	60		
Tieu Ly Phi Dao	Íâ¹¦Ïµ¹¥»÷	249	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_Ð¡Àî·Éµ¶.spr		\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	400	0	0	0	3	6	106	1	1	1	10	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	101	1	100	0	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	xiaoli_feidao		xiaoli_feidao		xiaoli_feidao	skill_cost_v	xiaoli_feidao	poisondamage_v	xiaoli_feidao	seriesdame	xiaoli_feidao	skill_dohurt	xiaoli_feidao		xiaoli_feidao	skill_eventskilllevel	xiaoli_feidao	addskilldame1	xiaoli_feidao		"Duong Mon tuyet ky, can trang bi phi dao."	0		1	0	0		
Tieu Ly		250		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_Ð¡Àî·Éµ¶.spr		\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	2	0	400	0	0	0	3	1	107	1	1	1	11	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	101	1	0	0	0		0					1	0	\script\skill\tangmen.lua	physicsenhance_p	xiaoli_feidao		xiaoli_feidao		xiaoli_feidao	skill_cost_v	xiaoli_feidao	poisondamage_v	xiaoli_feidao	seriesdame	xiaoli_feidao		xiaoli_feidao		xiaoli_feidao		xiaoli_feidao		xiaoli_feidao		"Duong Mon tuyet ky, can trang bi phi dao."	0		0	0	0		
Phao Hoa		251		0			0	0	0	0	0	0	800	0	0	0	0	6	108	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0		0					1	0	\script\skill\cuiyan.lua																						vat  khong the thieu trong ngay le tiet.	0		0	0	0		
PhËt Ph¸p V« Biªn		252	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_em_252_fofa-wubian.spr		0	0	0	0	3	0	0	0	0	0	2	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	waterskill_v	fofa_wubian	addcolddamage_v	fofa_wubian	coldenhance_p	fofa_wubian	castspeed_v	fofa_wubian	attackspeed_v	fofa_wubian		fofa_wubian		fofa_wubian		fofa_wubian		fofa_wubian		fofa_wubian		"Cao cap Noi cong, khien doi phuong giam kha nang xoay so."	0		0	0	0		
Ngu Doc Thuc Cot		253	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_tm_253_yudu-shigu.spr		0	0	0	0	3	0	400	0	0	0	3	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	\script\skill\npc\yudu-shigu.lua	poisonenhance_p																					"cao cap doc thuat, rut ngan thoi gian gian cach trung doc."	0		0	0	0		
Tam Muoi Chan Hoa		254	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_tr_254_zhiyan.spr		0	0	0	0	3	0	400	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					1	0	\script\skill\npc\sanmei-zhenhuo.lua	fireenhance_p																					"cao cap Tam phap, tang hieu qua Hoa sat."	0		0	0	0		
Su Tu Huu Hong		255		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_41.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	2	0	400	0	0	0	2	7	4	1	1	1	11	0	0	5	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	0	0	0	0				1	0	\script\skill\npc\??¡ì?????.lua	physicsdamage_v		colddamage_v		skill_cost_v																	"Nga Mi Tuyet dinh vo cong, sat thuong tren dien rong "	0		0	0	40		
npccanchien	Íâ¹¦Ïµ¹¥»÷	256	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_ap.spr		0	0	0	0	0	0	100	0	0	0	0	1	64	1	1	1	9	0	1	5	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	\script\skill\npc.lua	physicsdamage_v	congkichvatlynpc	seriesdame	congkichvatlynpc																		????¡ì???????	0	0	0	0	0		
npctamxa	Íâ¹¦Ïµ¹¥»÷	257	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_at.spr				0	0	0	0	320	0	0	0	0	1	140	1	1	1	9	0	1	5	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	\script\skill\npc.lua	physicsdamage_v	congkichvatlynpcxa	seriesdame	congkichvatlynpcxa	missle_lifetime_v	congkichvatlynpcxa	missle_speed_v	congkichvatlynpcxa														????¡ì???????	0	0	0	0	0		
THVC2	Íâ¹¦Ïµ¹¥»÷	258	701	0	\spr\Ui\skill\ÌìÏÂÎÞ¹·.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	500	0	5	1	4	3	47	1	3	1	10	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	2	1	0	0	1		-150					0	0	\script\skill\gaibang.lua		tianxia_wugou	physicsenhance_p	tianxia_wugou	skill_cost_v	tianxia_wugou		tianxia_wugou	firedamage_v	tianxia_wugou	skill_eventskilllevel	tianxia_wugou	physicsres_p	tianxia_wugou	fireres_p	tianxia_wugou	colddamage_v	tianxia_wugou				"Tuyet ky bong phap, hieu qua sat thuong cuc cao."	0	4	0	0	0		
Khong Can Ten 45		259		3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\wandubufu.spr				139	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	\script\skill\????¡§?????¡è.lua	allres_p																					???????¡§????¡§?????¡è	0		0	0	0		
Khong Can Ten 46		260		3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\wandubufu.spr				140	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	\script\skill\????¡§?????¡è.lua	allres_p																					??¡ì?¡§?????¨¬????¡è	0		0	0	0		
Khong Can Ten 47		261		3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\ningyinguiyuan.spr				141	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	\script\skill\????¡§?????¡è.lua	allres_p																					???¡§??¡è?????¡è	0		0	0	0		
Khong Can Ten 48		262		3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\yigujing.spr				142	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	\script\skill\????¡§?????¡è.lua	allres_p																					?????¡§????¡§?????¡è	0		0	0	0		
Khong Can Ten 49		263		3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\xuanmudingshenshu.spr				143	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	\script\skill\????¡§?????¡è.lua	allres_p																					?????¡§????¡§?????¡è	0		0	0	0		
Khong Can Ten 50		264		3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\anfuzhiyu.spr				144	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	\script\skill\????¡§?????¡è.lua	allres_p																					?????¡§????¡§?????¡è	0		0	0	0		
Khong Can Ten 51		265		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_42.spr		0	0	0	0	2	0	400	0	1	8	2	3	82	1	8	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	2	0	20	0				1	0	\script\skill\tianren.lua																						0	1		0	0	2		
Khong Can Ten 52		266		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_11.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k007.wav	0	0	2	0	360	15	2	1	2	1	7	1	4	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	1	0	0	0	0	0	0				1	0	\script\skill\npc\?¡è??¡§?????.lua	colddamage_v		skill_cost_v																			???????????????????????????????????¡§?????¡§?????????	0		0	0	2		
Tam Hoµn Th¶o NguyÖt	Íâ¹¦Ïµ¹¥»÷	267	901	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_32.spr		\sound\skill\sound_k003.wav	0	0	0	0	1	90	5	2	5	1	1	110	0	3	1	10	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	0	1	20	0	0		0					0	0	\script\skill\wudang.lua	physicsenhance_p	sanhuan_taoyue	attackrating_p	sanhuan_taoyue	seriesdame	sanhuan_taoyue		sanhuan_taoyue	stun_p	sanhuan_taoyue	lightingdamage_v	sanhuan_taoyue	skill_eventskilllevel	sanhuan_taoyue	missle_speed_v	sanhuan_taoyue	skill_cost_v	sanhuan_taoyue	addskilldame1	sanhuan_taoyue		"Thai Cuc Kiem phap cao cap, phong 3 kiem tieu diet doi phuong."	0		1	0	0		
Tam Hoµn Th¶o NguyÖt		268		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_32.spr		0	0	0	0	0	0	75	0	0	0	0	1	110	1	2	1	9	0	1	5	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	20	-2	0	20	0	0		0					1	0	\script\skill\wudang.lua	physicsenhance_p	sanhuan_taoyue	attackrating_p	sanhuan_taoyue	seriesdame	sanhuan_taoyue		sanhuan_taoyue	stun_p	sanhuan_taoyue	lightingdamage_v	sanhuan_taoyue	addskilldame2	sanhuan_taoyue	missle_speed_v	sanhuan_taoyue	skill_attackradius	sanhuan_taoyue	skill_cost_v	sanhuan_taoyue		Cong kich vat ly 	0		1	0	0		
B¨ng T©m Tr¸I ¶nh	Ö÷¶¯ÊôÐÔ»Ø¸´	269	52	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_23.spr	\spr\skill\´äÑÌ\mag_cy_11_²¹ÑªÊõ.spr		\sound\skill\sound_k006.wav	0	0	2	0	400	0	0	0	2	6	111	0	1	1	11	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\cuiyan.lua	lifereplenish_v	bingxin_qianying	skill_cost_v	bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		bingxin_qianying		"So cap tri  lieu, tu minh hoi phuc Sinh luc."	0		0	0	2		\spr\Ui\×´Ì¬Í¼±ê\±ùÐÄÙ»Ó°.spr
Dap Tuyet Vo Ngan	Ö÷¶¯Õ½¶·¸¨Öú	270	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_33.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			0	0	2	0	400	0	0	0	2	6	112	0	1	1	11	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\cuiyan.lua		taxue_wuhen	skill_cost_v	taxue_wuhen		taxue_wuhen		taxue_wuhen		taxue_wuhen		taxue_wuhen		taxue_wuhen		taxue_wuhen		taxue_wuhen		taxue_wuhen		"Khinh cong Tam phap, tang toc do di chuyen."	0		0	0	2		
Long Tr¶o Hç Tr¶o	Íâ¹¦Ïµ¹¥»÷	271	1	1	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_31.spr		\sound\skill\sound_k003.wav	0	0	0	0	1	90	5	1	5	1	12	272	0	2	0	10	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	50	20	-1	1	60	0	10		0					1	0	\script\skill\shaolin.lua	physicsenhance_p	longzhao_huzhua	ignoredefense_p	longzhao_huzhua	stun_p	longzhao_huzhua	seriesdame	longzhao_huzhua	missle_lifetime_v	longzhao_huzhua	missle_speed_v	longzhao_huzhua	skill_cost_v	longzhao_huzhua	addskilldame1	longzhao_huzhua	addskilldame2	longzhao_huzhua		longzhao_huzhua		"Chiªu thøc cao cÊp, hiÖu qu¶ s¸t th­¬ng cùc lín"	0		1	0	0		
Long Tr¶o Hç Tr¶o		272		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_31.spr		0	0	0	0	0	0	75	0	0	0	0	1	113	1	1	1	9	1	1	5	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	-2	0	60	0	0		0					1	0	\script\skill\shaolin.lua	physicsenhance_p	longzhao_huzhua	ignoredefense_p	longzhao_huzhua	seriesdame	longzhao_huzhua	stun_p	longzhao_huzhua	addskilldame1	longzhao_huzhua	skill_eventskilllevel	longzhao_huzhua	missle_speed_v	longzhao_huzhua	skill_attackradius	longzhao_huzhua	skill_cost_v	longzhao_huzhua	missle_lifetime_v	longzhao_huzhua		Cong kich vat ly 	0		1	0	0		
Nh­ Lai Thiªn §iÖp	Ö÷¶¯Õ½¶·¸¨Öú	273	11	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_33.spr	\spr\skill\²¹³ä\born01.spr			53	0	2	0	400	0	0	0	5	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	\script\skill\shaolin.lua	addphysicsdamage_p	rulai_qianye	lifemax_p	rulai_qianye	addcolddamage_v	rulai_qianye	deadlystrikeenhance_p	rulai_qianye	skill_cost_v	rulai_qianye	attackspeed_v	rulai_qianye		rulai_qianye		rulai_qianye		rulai_qianye		rulai_qianye		Cao cap tam phap. Tang cuong luc chien toan dien	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\ÈçÀ´Ç§Ò¶.spr
Gi¸ng Long Ch­ëng	±»¶¯Õ½¶·¸¨Öú	274	31	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_32.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	lifemax_p	xianglong_zhang	manamax_p	xianglong_zhang	fireskill_v	xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		"Tran bang Chuong phap, Chuyen hoa Sinh luc thanh noi luc."	0		0	0	0		
S­¬ng Ng¹o C«n L«n	±»¶¯¹¥»÷¸¨Öú	275	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_02.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua	attackspeed_v	shuangao_kunlun	deadlystrikeenhance_p	shuangao_kunlun	castspeed_v	shuangao_kunlun	earthskill_v	shuangao_kunlun	addlightingdamage_v	shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		shuangao_kunlun		"Vo cong tran phai, tang hieu qua chien dau toan dien."	0		0	0	0		
Tue Nguyet Vo Tinh	Ö÷¶¯·ÀÓù¸¨Öú	276	12	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_43.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			8	0	2	0	480	0	0	0	3	6	0	0	0	0	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun.lua			skill_cost_v																			"So cap phu chu, lam giam toc do di chuyen cua doi phuong."	0		0	0	0		
Ho¹t BÊt L­u Thñ	Ö÷¶¯Õ½¶·¸¨Öú	277	11	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_33.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			57	0	2	0	400	0	0	0	5	6	114	1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	fastwalkrun_p	huabu_liushou	skill_cost_v	huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		"Cai Bang tuyet ky, tu tang toc do di chuyen"	0		0	0	0		\spr\Ui\×´Ì¬Í¼±ê\»¬²»ÁïÊÖ.spr
Phong Van Giang	Ö÷¶¯¹¥»÷¸¨Öú	278	12	1	\spr\Ui\¼¼ÄÜÍ¼±ê\Çá¹¦.spr				0	0	1	1	400	5	0	0	1	9	279	1	1	0	13	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	1	0	0	0		0					1	0	\script\skill\npc\fengyun-jiang.lua	skill_cost_v		addphysicsdamage_p																			Tang toc do di chuyen va xuat chieu.	0		0	0	0		
Phong Van Giang		279	12	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_42.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			25	0	2	0	400	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\npc\fengyun-jiang.lua	addphysicsdamage_p																					"Thien Nhan  Ky thuat, tang hieu qua Hoa sat."	0		0	0	0		
Khong Can Ten 53	¹â»··ÀÓù¸¨Öú	280	23	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr				39	1	2	0	180	0	0	0	2	7	281	1	1	0	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	stun_p		coldenhance_p																			??¡§?????????¡è?¡ì??????????????¡ì????????????¨¬????	0		0	0	0		
Thanh Am Phan Xuong		281		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_32.spr		0	0	55	0	2	0	400	0	0	0	2	3	92	0	1	1	14	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	freezetimereduce_p	qingyin_fanchang	poisontimereduce_p	qingyin_fanchang	stuntimereduce_p	qingyin_fanchang	fasthitrecover_v	qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		"Doc mon Tam phap, tu tang cac trang tai mien dich."	0		0	0	0		
Thanh ¢m Ph¹n X­íng	¹â»·ÊôÐÔ»Ø¸´	282	53	2	\spr\Ui\skill\ÇåÒôèó¸è.spr				55	1	2	0	180	0	0	0	2	7	281	1	1	0	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua	freezetimereduce_p	qingyin_fanchang	poisontimereduce_p	qingyin_fanchang	stuntimereduce_p	qingyin_fanchang	fasthitrecover_v	qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		qingyin_fanchang		"§éc m«n t©m ph¸p, t¨ng tr¹ng th¸i miÔn dÞch cho ®ång ®éi"	0		0	0	0		
Khang Long Huu Hoi	ÄÚ¹¦Ïµ¹¥»÷	283	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_07.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	2	0	400	0	0	0	4	6	117	1	1	1	11	0	0	5	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	1	10	0	0		0					0	0	\script\skill\npc\????????.lua	firedamage_v		skill_cost_v																			"Thien Nhan  trung cap chieu thuc, tang hieu qua Hoa sat "	0		0	1	40		
Obj Tong Kim 1	±»¶¯¹¥»÷¸¨Öú	284	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_gf.spr			0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	\script\skill\danhhieu.lua	fasthitrecover_v	objtk1																					0		0	0	0		
Obj Tong Kim 2	±»¶¯¹¥»÷¸¨Öú	285	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_gf.spr			0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	\script\skill\danhhieu.lua	fasthitrecover_v	objtk2																					0		0	0	0		
Obj Tong Kim 3	±»¶¯¹¥»÷¸¨Öú	286	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_gf.spr			0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	\script\skill\danhhieu.lua	stuntimereduce_p	objtk3																					0		0	0	0		
Obj Tong Kim 4	±»¶¯¹¥»÷¸¨Öú	287	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_gf.spr			0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	\script\skill\danhhieu.lua	freezetimereduce_p	objtk4																					0		0	0	0		
Obj Tong Kim 5	±»¶¯¹¥»÷¸¨Öú	288	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_gf.spr			0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	\script\skill\danhhieu.lua	poisontimereduce_p	objtk5																					0		0	0	0		
Obj Tong Kim 6	±»¶¯¹¥»÷¸¨Öú	289	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_gf.spr			0	0	0	3	0	0	0	0	0	1	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	0	0	0	0		0					1	0	\script\skill\danhhieu.lua	poisonres_p	objtk6																					0		0	0	0		
