名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)
同伴修练任务卷轴231	6	1	677	\spr\item\script\item_huangjintupu.spr	38	1	1	去轩辕洞迷宫杀黄河象150个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴232	6	1	678	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞一层杀短戟50个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴233	6	1	679	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞一层杀短戟100个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴234	6	1	680	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞一层杀短戟150个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴235	6	1	681	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞二层杀玉面50个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴236	6	1	682	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞二层杀玉面100个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴237	6	1	683	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞二层杀玉面150个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴238	6	1	684	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞三层杀流浪50个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴239	6	1	685	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞三层杀流浪100个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴240	6	1	686	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞三层杀流浪150个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴241	6	1	687	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞四层杀平枪50个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴242	6	1	688	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞四层杀平枪100个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴243	6	1	689	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞四层杀平枪150个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴244	6	1	690	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞五层杀髻匕50个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴245	6	1	691	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞五层杀髻匕100个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴246	6	1	692	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞五层杀髻匕150个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴247	6	1	693	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞六层杀行者50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴248	6	1	694	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞六层杀行者100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴249	6	1	695	\spr\item\script\item_huangjintupu.spr	38	1	1	去留仙洞六层杀行者150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴250	6	1	696	\spr\item\script\item_huangjintupu.spr	38	1	1	去冰穴迷宫杀雪怪50个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴251	6	1	697	\spr\item\script\item_huangjintupu.spr	38	1	1	去冰穴迷宫杀雪怪100个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴252	6	1	698	\spr\item\script\item_huangjintupu.spr	38	1	1	去冰穴迷宫杀雪怪150个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴253	6	1	699	\spr\item\script\item_huangjintupu.spr	38	1	1	去见性峰山洞杀钝斧50个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴254	6	1	700	\spr\item\script\item_huangjintupu.spr	38	1	1	去见性峰山洞杀钝斧100个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴255	6	1	701	\spr\item\script\item_huangjintupu.spr	38	1	1	去见性峰山洞杀钝斧150个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴256	6	1	702	\spr\item\script\item_huangjintupu.spr	38	1	1	去沙漠地表杀沙蝎50只，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴257	6	1	703	\spr\item\script\item_huangjintupu.spr	38	1	1	去沙漠地表杀沙蝎100只，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴258	6	1	704	\spr\item\script\item_huangjintupu.spr	38	1	1	去沙漠地表杀沙蝎150只，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴259	6	1	705	\spr\item\script\item_huangjintupu.spr	38	1	1	去沙漠山洞1杀流云50个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴260	6	1	706	\spr\item\script\item_huangjintupu.spr	38	1	1	去沙漠山洞1杀流云100个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴261	6	1	707	\spr\item\script\item_huangjintupu.spr	38	1	1	去沙漠山洞1杀流云150个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴262	6	1	708	\spr\item\script\item_huangjintupu.spr	38	1	1	去沙漠山洞2杀流云50个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴263	6	1	709	\spr\item\script\item_huangjintupu.spr	38	1	1	去沙漠山洞2杀流云100个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴264	6	1	710	\spr\item\script\item_huangjintupu.spr	38	1	1	去沙漠山洞2杀流云150个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴265	6	1	711	\spr\item\script\item_huangjintupu.spr	38	1	1	去快活林杀铜锤50个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴266	6	1	712	\spr\item\script\item_huangjintupu.spr	38	1	1	去快活林杀铜锤100个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴267	6	1	713	\spr\item\script\item_huangjintupu.spr	38	1	1	去快活林杀铜锤150个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴268	6	1	714	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王谷杀灵猫50只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴269	6	1	715	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王谷杀灵猫100只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴270	6	1	716	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王谷杀灵猫150只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴271	6	1	717	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞一层杀铁爪50个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴272	6	1	718	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞一层杀铁爪100个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴273	6	1	719	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞一层杀铁爪150个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴274	6	1	720	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞二层杀铜锤50个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴275	6	1	721	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞二层杀铜锤100个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴276	6	1	722	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞二层杀铜锤150个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴277	6	1	723	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞三层杀蓝巾50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴278	6	1	724	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞三层杀蓝巾100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴279	6	1	725	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞三层杀蓝巾150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴280	6	1	726	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞四层杀穿山50个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴281	6	1	727	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞四层杀穿山100个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴282	6	1	728	\spr\item\script\item_huangjintupu.spr	38	1	1	去药王洞四层杀穿山150个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴283	6	1	729	\spr\item\script\item_huangjintupu.spr	38	1	1	去古阳洞迷宫杀髻匕50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴284	6	1	730	\spr\item\script\item_huangjintupu.spr	38	1	1	去古阳洞迷宫杀髻匕100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴285	6	1	731	\spr\item\script\item_huangjintupu.spr	38	1	1	去古阳洞迷宫杀髻匕150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴286	6	1	732	\spr\item\script\item_huangjintupu.spr	38	1	1	去莫高窟杀飞沙50个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴287	6	1	733	\spr\item\script\item_huangjintupu.spr	38	1	1	去莫高窟杀飞沙100个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴288	6	1	734	\spr\item\script\item_huangjintupu.spr	38	1	1	去莫高窟杀飞沙150个，同伴等级要求不低于85级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴289	6	1	735	\spr\item\script\item_huangjintupu.spr	38	1	1	去石鼓镇杀白猪50只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴290	6	1	736	\spr\item\script\item_huangjintupu.spr	38	1	1	去石鼓镇杀白猪100只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴291	6	1	737	\spr\item\script\item_huangjintupu.spr	38	1	1	去石鼓镇杀白猪150只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴292	6	1	738	\spr\item\script\item_huangjintupu.spr	38	1	1	去翠烟门外杀浣熊50只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴293	6	1	739	\spr\item\script\item_huangjintupu.spr	38	1	1	去翠烟门外杀浣熊100只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴294	6	1	740	\spr\item\script\item_huangjintupu.spr	38	1	1	去翠烟门外杀浣熊150只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴295	6	1	741	\spr\item\script\item_huangjintupu.spr	38	1	1	去禁地迷宫杀黑巾50个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴296	6	1	742	\spr\item\script\item_huangjintupu.spr	38	1	1	去禁地迷宫杀黑巾100个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴297	6	1	743	\spr\item\script\item_huangjintupu.spr	38	1	1	去禁地迷宫杀黑巾150个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴298	6	1	744	\spr\item\script\item_huangjintupu.spr	38	1	1	去大理府外杀火蜥50只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴299	6	1	745	\spr\item\script\item_huangjintupu.spr	38	1	1	去大理府外杀火蜥100只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴300	6	1	746	\spr\item\script\item_huangjintupu.spr	38	1	1	去大理府外杀火蜥150只，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴301	6	1	747	\spr\item\script\item_huangjintupu.spr	38	1	1	去恶霸家地道杀恶霸50个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴302	6	1	748	\spr\item\script\item_huangjintupu.spr	38	1	1	去恶霸家地道杀恶霸100个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴303	6	1	749	\spr\item\script\item_huangjintupu.spr	38	1	1	去恶霸家地道杀恶霸150个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴304	6	1	750	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔一层杀莽汉50个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴305	6	1	751	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔一层杀莽汉100个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴306	6	1	752	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔一层杀莽汉150个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴307	6	1	753	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔二层杀流浪50个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴308	6	1	754	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔二层杀流浪100个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴309	6	1	755	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔二层杀流浪150个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴310	6	1	756	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔三层杀双锋50个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴311	6	1	757	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔三层杀双锋100个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴312	6	1	758	\spr\item\script\item_huangjintupu.spr	38	1	1	去千寻塔三层杀双锋150个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴313	6	1	759	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍山杀猞猁50只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴314	6	1	760	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍山杀猞猁100只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴315	6	1	761	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍山杀猞猁150只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴316	6	1	762	\spr\item\script\item_huangjintupu.spr	38	1	1	去凤眼洞迷宫杀红蝠50只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴317	6	1	763	\spr\item\script\item_huangjintupu.spr	38	1	1	去凤眼洞迷宫杀红蝠100只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴318	6	1	764	\spr\item\script\item_huangjintupu.spr	38	1	1	去凤眼洞迷宫杀红蝠150只，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴319	6	1	765	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙眼洞迷宫杀利斧50个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴320	6	1	766	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙眼洞迷宫杀利斧100个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴321	6	1	767	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙眼洞迷宫杀利斧150个，同伴等级要求不低于65级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴322	6	1	768	\spr\item\script\item_huangjintupu.spr	38	1	1	去土匪迷宫杀莽汉50个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴323	6	1	769	\spr\item\script\item_huangjintupu.spr	38	1	1	去土匪迷宫杀莽汉100个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴324	6	1	770	\spr\item\script\item_huangjintupu.spr	38	1	1	去土匪迷宫杀莽汉150个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴325	6	1	771	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞一层杀莽汉50个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴326	6	1	772	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞一层杀莽汉100个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴327	6	1	773	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞一层杀莽汉150个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴328	6	1	774	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞二层杀玉面50个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴329	6	1	775	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞二层杀玉面100个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴330	6	1	776	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞二层杀玉面150个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴331	6	1	777	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞三层杀黑巾50个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴332	6	1	778	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞三层杀黑巾100个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴333	6	1	779	\spr\item\script\item_huangjintupu.spr	38	1	1	去点苍洞三层杀黑巾150个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴334	6	1	780	\spr\item\script\item_huangjintupu.spr	38	1	1	去无名洞迷宫杀长枪50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴335	6	1	781	\spr\item\script\item_huangjintupu.spr	38	1	1	去无名洞迷宫杀长枪100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴336	6	1	782	\spr\item\script\item_huangjintupu.spr	38	1	1	去无名洞迷宫杀长枪150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴337	6	1	783	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙泉村外杀白猪50只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴338	6	1	784	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙泉村外杀白猪100只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴339	6	1	785	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙泉村外杀白猪150只，同伴等级要求不低于1级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴340	6	1	786	\spr\item\script\item_huangjintupu.spr	38	1	1	去临安城外杀刺猬50个，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴341	6	1	787	\spr\item\script\item_huangjintupu.spr	38	1	1	去临安城外杀刺猬100个，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴342	6	1	788	\spr\item\script\item_huangjintupu.spr	38	1	1	去临安城外杀刺猬150个，同伴等级要求不低于5级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴343	6	1	789	\spr\item\script\item_huangjintupu.spr	38	1	1	去罗霄山杀灰狼50只，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴344	6	1	790	\spr\item\script\item_huangjintupu.spr	38	1	1	去罗霄山杀灰狼100只，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴345	6	1	791	\spr\item\script\item_huangjintupu.spr	38	1	1	去罗霄山杀灰狼150只，同伴等级要求不低于15级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴346	6	1	792	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙宫洞迷宫杀黑巾50个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴347	6	1	793	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙宫洞迷宫杀黑巾100个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴348	6	1	794	\spr\item\script\item_huangjintupu.spr	38	1	1	去龙宫洞迷宫杀黑巾150个，同伴等级要求不低于35级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴349	6	1	795	\spr\item\script\item_huangjintupu.spr	38	1	1	去两水洞迷宫杀影棍50个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴350	6	1	796	\spr\item\script\item_huangjintupu.spr	38	1	1	去两水洞迷宫杀影棍100个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴351	6	1	797	\spr\item\script\item_huangjintupu.spr	38	1	1	去两水洞迷宫杀影棍150个，同伴等级要求不低于75级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴352	6	1	798	\spr\item\script\item_huangjintupu.spr	38	1	1	去孽龙洞迷宫杀平枪50个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴353	6	1	799	\spr\item\script\item_huangjintupu.spr	38	1	1	去孽龙洞迷宫杀平枪100个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴354	6	1	800	\spr\item\script\item_huangjintupu.spr	38	1	1	去孽龙洞迷宫杀平枪150个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴355	6	1	801	\spr\item\script\item_huangjintupu.spr	38	1	1	去武夷山杀雪豹50个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴356	6	1	802	\spr\item\script\item_huangjintupu.spr	38	1	1	去武夷山杀雪豹100个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴357	6	1	803	\spr\item\script\item_huangjintupu.spr	38	1	1	去武夷山杀雪豹150个，同伴等级要求不低于25级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴358	6	1	804	\spr\item\script\item_huangjintupu.spr	38	1	1	去玉华洞迷宫杀蓝巾50个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴359	6	1	805	\spr\item\script\item_huangjintupu.spr	38	1	1	去玉华洞迷宫杀蓝巾100个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴360	6	1	806	\spr\item\script\item_huangjintupu.spr	38	1	1	去玉华洞迷宫杀蓝巾150个，同伴等级要求不低于45级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
同伴修练任务卷轴361	6	1	807	\spr\item\script\item_huangjintupu.spr	38	1	1	去羊角洞迷宫杀髻匕50个，同伴等级要求不低于55级。		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
