Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	19	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	1	0																						36	60											1	37	6	1	89	120	200	135	5	5												
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	19	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	2	0																						36	60											1	37	6	1	89	120	200	135	10	10												
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	19	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	3	0																						36	60											1	37	6	1	89	120	200	135	15	15												
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	19	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	4	0																						36	60											1	37	6	1	89	120	200	135	20	20												
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	19	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	5	0																						36	60											1	37	6	1	89	120	200	135	25	25												
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	19	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	6	0																						36	60											1	37	6	1	89	120	200	135	30	30												
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	19	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	7	0																						36	60											1	37	6	1	89	120	200	135	35	35												
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	19	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	8	0																						36	60											1	37	6	1	89	120	200	135	40	40												
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	19	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	9	0																						36	60											1	37	6	1	89	120	200	135	1	3												
Thiªn Hoµng Long TrÊn Minh Liªn	0	4	19	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	10	0																						36	60											1	37	6	1	89	120	200	135	1	3												
[§Þnh Thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	20	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	1	0																						36	80											1	38	5	4	114	18	20															
[§Þnh Thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	20	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	2	0																						36	80											1	38	5	4	114	15	15															
[§Þnh Thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	20	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	3	0																						36	80											1	38	5	4	114	16	16															
[§Þnh Thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	20	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	4	0																						36	80											1	38	5	4	114	17	17															
[§Þnh Thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	20	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	5	0																						36	80											1	38	5	4	114	18	18															
[§Þnh Thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	20	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	6	0																						36	80											1	38	5	4	114	19	19															
[§Þnh Thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	20	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	7	0																						36	80											1	38	5	4	114	20	20															
[§Þnh Thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	20	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	8	0																						36	80											1	38	5	4	114	10	10															
[§Þnh Thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	20	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	9	0																						36	80											1	38	5	4	114	15	20															
[§Þnh Thêi] An Bang B¨ng Tinh Th¹ch H¹ng Liªn	0	4	20	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bÞ Hoµng Kim	4	20000	10	0																						36	80											1	38	5	4	114	15	20															
Hoµng Kim T©n Thñ (D©y ChuyÒn)	0	4	21	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	1	0																						36	90											1	39	5	1	114	15	15	135	9	9	85	180	180	103	19	19	89	180	180	108	20	20
Hoµng Kim T©n Thñ (D©y ChuyÒn)	0	4	21	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	2	0																						36	90											1	39	5	1	114	15	15	103	19	19	89	150	150	108	30	30						
Hoµng Kim T©n Thñ (D©y ChuyÒn)	0	4	21	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	3	0																						36	90											1	39	5	1	114	15	15	103	19	19	89	150	150	108	30	30						
Hoµng Kim T©n Thñ (D©y ChuyÒn)	0	4	21	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	4	0																						36	90											1	39	5	1	114	15	15	103	19	19	89	150	150	108	30	30						
Hoµng Kim T©n Thñ (D©y ChuyÒn)	0	4	21	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	5	0																						36	90											1	39	5	1	114	15	15	103	19	19	89	150	150	108	30	30						
Hoµng Kim T©n Thñ (D©y ChuyÒn)	0	4	21	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	6	0																						36	90											1	39	5	1	114	15	15	103	19	19	89	150	150	108	30	30						
Hoµng Kim T©n Thñ (D©y ChuyÒn)	0	4	21	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	7	0																						36	90											1	39	5	1	114	15	15	103	19	19	89	150	150	108	30	30						
Hoµng Kim T©n Thñ (D©y ChuyÒn)	0	4	21	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	8	0																						36	90											1	39	5	1	114	15	15	103	19	19	89	150	150	108	30	30						
Hoµng Kim T©n Thñ (D©y ChuyÒn)	0	4	21	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	9	0																						36	90											1	39	5	1	114	15	15	103	19	19	89	150	150	108	30	30						
Hoµng Kim T©n Thñ (D©y ChuyÒn)	0	4	21	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ Hoµng Kim	1	20000	10	0																						36	90											1	39	5	1	114	15	15	103	19	19	89	150	150	108	30	30						
